title,artist,isHot,popularity,album_popularity,genres,cluster
Where Does Rosie Go,Kenny Rogers,0,12,30,"['classic country pop', 'country', 'nashville sound', 'soft rock']",2
Rock Tha Party,Bombay Rockers,0,44,42,['bhangra'],2
Peace With Myself,Nestor Torres,0,0,3,"['jazz flute', 'jazz puertorriqueno']",2
Soca Mi Nice,Mongo Santamaria,0,0,7,"['afro-cuban percussion', 'boogaloo', 'cuban rumba', 'jazz cubano', 'latin jazz', 'musica tradicional cubana']",2
You Got Me - The Juan Maclean Dub,VHS or Beta,0,0,2,['dance-punk'],2
Ode to Billie Joe - Live at Fillmore West,King Curtis,0,0,10,"['jazz blues', 'jazz saxophone', 'soul jazz']",2
Circle 'Round the Moon - Digitally Enhanced Original Recording,Charley Patton,0,0,1,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'pre-war blues', 'traditional blues']",2
Follow Me Up To Carlow,Planxty,0,33,41,"['british folk', 'celtic', 'irish folk', 'uilleann pipes']",2
Mighty Army Band,Gold City,0,4,19,['southern gospel'],2
Happy,Carolyn Arends,0,1,16,['canadian ccm'],2
Parasitic Twins,The Dillinger Escape Plan,0,2,10,"['american metalcore', 'mathcore', 'new jersey hardcore', 'new jersey punk', 'post-hardcore']",2
Rain Keeps Falling Down,Jimmy Witherspoon,0,0,4,"['blues', 'jazz blues', 'jump blues']",2
Dame Tu Cariño,Ray Barretto,0,2,25,"['boogaloo', 'latin jazz', 'salsa']",2
We Played a Game,Adolph Hofner,0,0,13,['western swing'],2
Behind The Line Of Grace,Karen Peck & New River,0,0,14,['southern gospel'],2
Midnight,The Refreshments,0,1,13,['dansband'],2
Me Falta el Aliento,Estopa,0,55,72,"['pop flamenco', 'rumba', 'spanish pop']",2
Fake Tales Of San Francisco,Arctic Monkeys,0,61,78,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2
Baby I Need Your Loving,Delroy Wilson,0,5,35,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",2
Big Fella,Slum Village,0,2,12,"['alternative hip hop', 'detroit hip hop', 'hardcore hip hop', 'hip hop']",2
Bajo Un Palmar,Barbarito Diez,0,28,32,"['bolero cubano', 'musica tradicional cubana']",2
First Kiss,David Arkenstone,0,5,25,['new age'],2
The Vine,Mr.De',0,0,3,['ghettotech'],2
In The Sweet By And By,Deborah Allen,0,1,7,"['classic country pop', 'country dawn']",2
Know Your Friends,Tanto Metro & Devonte,0,3,50,"['dancehall', 'jamaican dancehall']",2
"We Sleep Forever - Live At The Bottom Lounge, Chicago, IL / January 13, 2009",Aiden,0,2,9,"['horror punk', 'screamo']",2
Container,Kaizers Orchestra,0,11,28,"['dark cabaret', 'norwegian alternative rock', 'norwegian rock', 'rogaland indie', 'rogaland musikk']",2
Dash Way Belly,Kiprich,0,0,0,"['dancehall', 'jamaican dancehall']",2
Perfect Motion - Boys Own Mix,Sunscreem,0,27,27,['classic progressive house'],2
Speed of Sound - Live,Coldplay,0,27,23,"['permanent wave', 'pop']",2
Get a Straw,Lady Saw,0,10,31,"['dancehall', 'dancehall queen', 'reggae fusion']",2
In My Life,Boyz II Men,0,18,46,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",2
Gotta Mind To Travel,Coco Montoya,0,5,8,"['blues', 'blues rock', 'electric blues', 'modern blues', 'southern rock']",2
Can You Hear The Angels,Virtue,0,6,15,"['gospel', 'praise']",2
分手要狠,Kary Ng,0,27,24,['cantopop'],2
Gone To The Movies,Semisonic,0,25,64,"['pop rock', 'post-grunge']",2
Piel Canela - Alternate Mix,Bobby Capo,0,0,5,"['bolero', 'musica tradicional cubana']",2
Long Way Home,Ginny Owens,0,0,3,['christian music'],2
Tania,Fruko Y Sus Tesos,0,30,34,"['salsa', 'salsa colombiana']",2
Sin,Nine Inch Nails,0,48,61,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",2
16mm Dream,Jeremy Fisher,0,1,6,"['canadian indie', 'canadian singer-songwriter']",2
"Binaural Presentation - Process And Passion, Pt. 4",Roger Reynolds,0,0,0,['american contemporary classical'],2
La Coloreteada,El Tiempo,0,30,39,['grupera'],2
Autoroute,Madilu System,0,20,44,"['rumba congolaise', 'soukous', 'zilizopendwa']",2
The Cold Stares Of Dead Eyes,Soul Embraced,0,1,8,"['arkansas metal', 'christian death metal', 'christian hardcore', 'christian metal']",2
Reginella,Rita Chiarelli,0,0,7,['canadian blues'],2
Phone Booth - Live,Robert Cray,0,6,14,"['blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues', 'southern rock', 'traditional blues']",2
Street Crab,Helmet,0,30,53,"['alternative metal', 'alternative rock', 'groove metal', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-hardcore']",2
Rock the Night,Hellsongs,0,16,27,"['acoustic rock', 'swedish indie folk', 'swedish indie pop']",2
Duck And Run,3 Doors Down,0,47,75,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2
Under Attack,Ice,0,0,0,['texas latin rap'],2
You Hit The Nail On The Head,"Bobby ""Blue"" Bland",0,8,19,"['soul blues', 'southern soul']",2
The Heavenly Place,The Chiffons,0,3,33,"['brill building pop', 'classic girl group', 'doo-wop', 'rock-and-roll']",2
Drifting Away,Faithless,0,37,49,"['big beat', 'downtempo', 'electronica', 'trip hop']",2
Fried Neckbones And Home Fries,Santana,0,8,20,"['blues rock', 'classic rock', 'mexican classic rock']",2
Little Silver Bells,Elton Britt,0,0,12,['traditional country'],2
Dear Death Part 2,Emery,0,22,39,"['post-hardcore', 'screamo']",2
"Dad Apologizes - From ""Chicken Little""/Score",John Debney,0,10,41,"['orchestral soundtrack', 'soundtrack']",2
Esto Es Real,Baby Rasta & Gringo,0,12,51,"['reggaeton', 'salsa choke', 'urbano latino']",2
Hammer & a Stone - Live Acoustic,Seven Mary Three,0,16,33,"['alternative metal', 'nu metal', 'post-grunge']",2
Gangster Of Love,Pretty Boy Floyd,0,2,22,"['canadian metal', 'glam metal', 'sleaze rock']",2
Sweet Disposition,The Temper Trap,0,72,69,"['indietronica', 'modern rock', 'shimmer pop']",2
Rollercoasting,Helen Love,0,0,5,"['welsh indie', 'welsh rock']",2
Celos - Salsa Version,Obie Bermudez,0,10,47,"['latin pop', 'puerto rican pop']",2
Stormy Weather - 2024 Mix,Frank Sinatra,0,33,51,"['adult standards', 'easy listening', 'lounge']",2
Les choses,Edgar Bori,0,1,2,['auteur-compositeur-interprete quebecois'],2
Zero M2,Benga,0,13,33,"['classic dubstep', 'uk bass']",2
Vanhapoika-Severi,Esa Pakarinen,0,0,23,"['classic finnish pop', 'classic iskelma']",2
Dream Baby Dream,Black Tambourine,0,28,40,"['c86', 'shoegaze', 'tape club', 'twee pop']",2
Simple Twist of Fate,Bob Dylan,0,54,65,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",2
Hillbillies from Outerspace,The Vaughan Brothers,0,29,46,"['blues', 'blues rock', 'country rock', 'electric blues', 'modern blues', 'southern rock', 'texas blues']",2
Wings Of Love,Zagar,0,5,4,"['hungarian folk', 'hungarian rock', 'magyar alternative']",2
Betrayal Is A Symptom,Thrice,0,26,47,"['post-hardcore', 'screamo']",2
Fallin in Love Again,Ann Hampton Callaway,0,0,6,['contemporary vocal jazz'],2
Manies Manigances,Maurane,0,1,11,"['chanson', 'french pop']",2
13 Jours en France - Arr. for Guitar Duo,Francis Lai,0,27,23,"['classic soundtrack', 'french soundtrack', 'vintage french electronic']",2
Resolutions from The Long Day Closes - Voice,Arthur Sullivan,0,1,14,"['late romantic era', 'operetta', 'victorian britain']",2
We Don't Care,Sizzla,0,5,3,"['dancehall', 'reggae', 'reggae fusion']",2
Around The World,Roger Williams,0,18,31,['easy listening'],2
Rowena,Loudon Wainwright III,0,0,9,"['folk', 'singer-songwriter']",2
So Many Reasons,20/20,0,0,2,"['power pop', 'underground power pop']",2
Locust Reign - Live in California,Converge,0,3,17,"['boston hardcore', 'chaotic hardcore', 'mathcore', 'metalcore', 'post-hardcore', 'post-rock', 'sludge metal']",2
Caja de Cerillas,Johannes Linstead,0,4,23,['rumba'],2
Anyway Anyhow Anywhere - Stereo Version,The Who,0,29,58,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",2
Uniform (Scripka Mix),Inspiral Carpets,0,0,8,"['britpop', 'madchester']",2
Sin Ti,Yuridia,0,32,55,"['latin arena pop', 'latin pop', 'mexican pop']",2
Intensity In Ten Cities,Embrace The End,0,4,11,['brutal deathcore'],2
Fly High Michelle,Enuff Z'Nuff,0,26,34,"['glam metal', 'underground power pop']",2
Verano traidor,Vilma Palma e Vampiros,0,54,57,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",2
En La Soledad,Tito Rodriguez,0,2,25,"['charanga', 'latin jazz', 'mambo', 'salsa', 'salsa puertorriquena']",2
One Woman Man,Dave Hollister,0,46,43,"['contemporary r&b', 'new jack swing', 'r&b']",2
Fish,Sportsguitar,0,0,4,['swiss rock'],2
Meet Me in the Bathroom,The Strokes,0,50,75,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2
Wait Til You See My Smile,Alicia Keys,0,35,68,"['neo soul', 'pop', 'r&b']",2
Adnans,Orbital,0,21,40,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']",2
Southbound Blues,Mitch Woods,0,0,12,"['boogie-woogie', 'jump blues']",2
Band Intro/ Pila Song Intro,Max Stalling,0,1,15,['classic texas country'],2
Incide,Dark Fortress,0,2,18,"['black metal', 'german black metal', 'melodic black metal']",2
Turn It Up,Jamie Richards,0,0,17,"['classic texas country', 'red dirt']",2
Drop Sacrifice,Liquid Stranger,0,3,10,"['brostep', 'downtempo', 'drill and bass', 'filthstep']",2
Welcome 2 Detroit - Album Version (Edited),Trick Trick,0,57,53,['detroit hip hop'],2
Ninja Tattoo,Shanadoo,0,4,21,['bubblegum dance'],2
Outside the Law,Epitaph,0,11,15,"['german hard rock', 'german prog', 'german rock', 'psychedelic blues-rock']",2
Hold Me While I Cry,Irma Thomas,0,0,4,"['classic soul', 'louisiana blues', 'new orleans blues', 'new orleans soul', 'southern soul']",2
"Dryaden (The Dryad), Op. 45, No. 1: The Dryad, Op. 45, No. 1",Jean Sibelius,0,0,14,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",2
Help Me,Chris Brown,1,32,76,"['r&b', 'rap']",2
I Stand Here Forgiven,Scott Wesley Brown,0,3,31,"['classic praise', 'jesus movement']",2
Krause seine Kreuzpolka,Polkaholix,0,1,7,['polka'],2
Susan說,David Tao,0,43,62,"['chinese r&b', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']",2
Como Nadie Te He Querido,Isabel Pantoja,0,8,20,"['cancion melodica', 'copla', 'latin pop', 'pop romantico']",2
Loving You Too Long,Billy Bragg,0,9,41,"['anti-folk', 'folk punk', 'permanent wave', 'singer-songwriter', 'uk americana']",2
On Independence Day,Anti-Flag,0,7,30,"['punk', 'skate punk']",2
No One Ever Cared For Me Like Jesus,Ivan Parker,0,4,30,['southern gospel'],2
Al Doilea Om,Negură Bunget,0,8,23,"['atmospheric black metal', 'avant-garde metal', 'balkan folk metal', 'black metal', 'blackgaze', 'pagan black metal', 'romanian black metal', 'romanian metal', 'slavic metal']",2
Stand Up and Praise Him,Vickie Winans,0,2,16,['gospel'],2
One More Chance,Bloc Party,0,32,28,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']",2
Ruby Marlowe,Schizoid,0,0,0,['digital hardcore'],2
Four,Midge Ure,0,0,12,"['new romantic', 'new wave pop', 'scottish new wave', 'solo wave', 'synthpop']",2
Big Bottom,Spinal Tap,0,30,46,"['comic', 'comic metal', 'parody']",2
The Sukkubus Lustrate,Belphegor,0,19,40,"['austrian black metal', 'austrian metal', 'black metal', 'brutal death metal', 'death metal', 'symphonic black metal']",2
Fire and Ice,Outerspace,0,9,30,['philly rap'],2
The Attitude Song (Remastered),Steve Vai,0,29,34,"['instrumental rock', 'metal guitar', 'shred']",2
Jake,J. Peter Robinson,0,0,5,['british soundtrack'],2
Smile to Him,Heavenly Lullaby,1,29,46,['lullaby'],2
They Came To Boston,The Mighty Mighty Bosstones,0,12,38,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']",2
Nie Wieder - Live Version,Pyranja,0,0,0,['oldschool deutschrap'],2
Mi Musica Es Para Ti - Original,Johnny Pacheco,0,0,0,"['charanga', 'salsa']",2
Sanctuary,Sick Of It All,0,19,37,"['crossover thrash', 'hardcore', 'nyhc', 'punk']",2
Strangers In The Night,Orlando Pops Orchestra,0,0,1,['pops orchestra'],2
Two Heads One Pillow,Gerald Clayton,0,5,11,"['contemporary jazz', 'jazz', 'modern jazz piano', 'straight-ahead jazz']",2
Pehle Toh Kabhi Kabhi Gham Tha,Naseebo Lal,0,5,14,"['classic pakistani pop', 'sufi']",2
Saints and Sinners - Original Mix,Van Gelder,0,0,0,['carnaval limburg'],2
"My Jesus, I Love Thee",Glad,0,4,14,['christian a cappella'],2
不要驚動愛情,Sammi Cheng,0,42,40,"['c-pop', 'cantopop']",2
Crimson Wave,Amorphis,0,9,22,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'gothic metal', 'melodic death metal', 'metal', 'power metal', 'progressive doom', 'symphonic metal', 'viking metal']",2
Io Che Non Vivo Senza Te,Patrick Samson,0,0,11,['vintage french psychedelic'],2
"An die ferne Geliebte, Op. 98: No. 2, Wo die Berge so blau",Ludwig van Beethoven,0,6,15,"['classical', 'classical era', 'early romantic era', 'german romanticism']",2
Delirio,René Touzet,0,1,13,['cha-cha-cha'],2
Novakane Groove,Black Sheep,0,5,16,"['east coast hip hop', 'queens hip hop']",2
Here Swing Sing,Kooii,0,0,1,['australian reggae fusion'],2
Cuando Calienta El Sol,Pablo Montero,0,12,44,"['latin pop', 'mariachi', 'ranchera']",2
Alovi,Stefon Harris,0,1,11,['jazz vibraphone'],2
Whatever Lies Will Help You Rest,The Ataris,0,12,26,"['emo', 'pop punk', 'pop rock', 'skate punk']",2
Indiscreet,Roger Williams,0,0,28,['easy listening'],2
Healing of All Nations,Yami Bolo,0,1,8,"['deep ragga', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']",2
Guararé,Ray Barretto,0,41,39,"['boogaloo', 'latin jazz', 'salsa']",2
Estate,Eldar Djangirov,0,4,7,"['contemporary post-bop', 'modern jazz piano']",2
Bridge To Canada,Noisettes,0,8,28,['british soul'],2
Love Shelter,Sundial Aeon,0,9,12,"['ambient psychill', 'progressive breaks', 'psychill']",2
La Excepción,Gustavo Cerati,0,49,73,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",2
"Precious Lord, Take My Hand - Cajun Hymns Album Version",Jo-El Sonnier,0,1,9,"['cajun', 'swamp pop', 'zydeco']",2
Guaguancó Raro,"Ricardo ""Richie"" Ray",0,25,50,"['boogaloo', 'salsa international']",2
The Tennessee Waltz - 2024 Remastered,The Fontane Sisters,0,1,13,"['deep adult standards', 'vocal harmony group']",2
Breathe Me in (Intro),Candlebox,0,32,42,"['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'post-grunge']",2
Group Sex,Circle Jerks,0,21,46,"['hardcore punk', 'punk']",2
Ordinary Lives,Peter Hunnigale,0,4,23,"['lovers rock', 'uk reggae']",2
Sugar Daddy,Tyrone Davis,0,25,35,"['chicago soul', 'southern soul']",2
State of Emergency,Nick Jonas & The Administration,0,21,39,['post-teen pop'],2
Jezebel - Stories Album Version,Barbara Fairchild,0,0,1,"['arkansas country', 'classic country pop', 'country gospel']",2
Is It Love,Gang Of Four,0,23,25,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'post-punk', 'punk', 'uk post-punk']",2
"Aberdeen, Mississippi Blues",Bukka White,0,5,6,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2
God Rest Ye Merry Gentlemen,Hot Club of Detroit,0,9,13,['gypsy jazz'],2
Schwarzarbeit,Geier Sturzflug,0,4,10,"['austropop', 'classic schlager', 'german rock', 'neue deutsche welle', 'ostrock']",2
Forgiveness - Love Life Album Version,Charlie Peacock,0,2,10,['deep christian rock'],2
Let It Rain,Roberto Roena Y Su Apollo Sound,0,3,26,['salsa'],2
The Burden of Hope,Jars Of Clay,0,2,16,"['ccm', 'christian alternative rock', 'christian music']",2
Smile Jamaica - Single Version,Bob Marley & The Wailers,0,42,75,"['reggae', 'roots reggae']",2
Angel Band,Porter Wagoner,0,0,0,"['classic country pop', 'country gospel', 'nashville sound']",2
We Ride,Rihanna,0,63,75,"['barbadian pop', 'pop', 'urban contemporary']",2
This Train,The Winans,0,5,25,['gospel'],2
Million Gal,Beenie Man,0,15,30,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']",2
Real Love,The Smashing Pumpkins,0,27,66,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']",2
Hidden Documents,Alexandre Desplat,0,6,21,"['french soundtrack', 'orchestral soundtrack', 'soundtrack']",2
Al Svartr (The Oath),Emperor,0,28,41,"['black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal', 'technical black metal']",2
New Pin - Edit,Oceansize,0,0,2,['progressive alternative'],2
Tou't moun sou do,Daan Junior,0,14,39,['kompa'],2
Spaceman,The Killers,0,61,71,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",2
Empress So Divine,Warrior King,0,18,37,"['lovers rock', 'modern reggae', 'old school dancehall', 'reggae', 'riddim', 'roots reggae']",2
Terapia De Amor Intensiva - Remasterizado 2007,Soda Stereo,0,41,65,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",2
English Summer Rain,Placebo,0,41,64,"['alternative rock', 'britpop', 'permanent wave', 'rock']",2
Infidel,Delta 9,0,1,15,"['speedcore', 'terrorcore']",2
Beautiful Brown Eyes,Jimmy Wakely,0,0,0,"['arkansas country', 'classic oklahoma country', 'cowboy western', 'western swing']",2
Lies Of Hate,Soul Asylum,0,3,19,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge']",2
Intro Oye (Live Version),Gertrudis,0,0,12,"['indie catala', 'musica catalana', 'rock catala', 'rumba', 'rumba catalana']",2
Musical Episode - Edit,Horace Andy,0,3,18,"['dub', 'reggae', 'roots reggae']",2
Thank You Lord,Horace Andy,0,5,11,"['dub', 'reggae', 'roots reggae']",2
Eternamente Ámame,Miguel Gallardo,0,14,52,"['pop romantico', 'ranchera']",2
Three Is a Crowd,Rory Block,0,0,9,"['acoustic blues', 'country blues', 'modern blues']",2
On Bended Knee,Boyz II Men,0,75,73,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",2
I see the boys of summer,Richard Burton,0,5,27,"['drama', 'poetry']",2
Niev nietch nievitch - Instrumental,Les Ogres De Barback,0,4,28,"['french folk pop', 'french reggae', 'french rock']",2
Candy Man,Hot Tuna,0,10,31,"['blues rock', 'country rock', 'electric blues', 'jam band', 'psychedelic rock', 'roots rock']",2
Cooler Than You,Diesel Boy,0,10,27,"['melodic hardcore', 'ska punk', 'skate punk']",2
Summer Dying Fast,Cradle Of Filth,0,23,38,"['black metal', 'british black metal', 'gothic black metal', 'gothic metal', 'metal', 'symphonic black metal', 'symphonic metal', 'vampiric black metal']",2
Taryn's Deepest Fear - 2015 Remaster,Angelo Badalamenti,0,3,14,"['dark jazz', 'soundtrack']",2
The Frail,Nine Inch Nails,0,41,61,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",2
Caricia Y Herida,Flor Silvestre,0,0,6,"['mariachi', 'ranchera']",2
You Feel Good All Over (Rerecorded),T.G. Sheppard,0,1,18,"['classic country pop', 'country', 'country rock']",2
"This Melody - Live à l’Opéra National de Paris, Palais Garnier, 2012",Julien Clerc,0,4,22,['chanson'],2
Commercial Reign,Inspiral Carpets,0,20,17,"['britpop', 'madchester']",2
I Never Came,Queens of the Stone Age,0,8,23,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",2
Hourglass - Edited,Borialis,0,8,31,"['rap metalcore', 'rap rock']",2
You Can Still Be Free,Savage Garden,0,33,66,"['boy band', 'dance pop', 'pop rock']",2
Indian Love Call,Slim Whitman,0,31,35,"['cowboy western', 'yodeling']",2
Isla del Luna,Lisa Lynne,0,9,23,"['celtic harp', 'healing', 'new age']",2
冷靜,Stephy Tang,0,14,22,['cantopop'],2
Joy To The World,George Frideric Handel,0,18,32,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",2
Ftei O Erotas,Angela Dimitriou,0,17,30,"['greek pop', 'laiko']",2
Hoochie Coochie Man - Live,The Jeff Healey Band,0,3,8,"['blues', 'blues rock', 'canadian blues', 'country rock', 'electric blues', 'modern blues']",2
The Second Summer Of Love,Danny Wilson,0,28,26,"['new wave pop', 'scottish new wave', 'sophisti-pop']",2
Another Long One,Shawn Colvin,0,13,30,"['austin singer-songwriter', 'ectofolk', 'folk', 'lilith', 'new wave pop', 'singer-songwriter']",2
Oh My God - Album Version (Edited),Sticky Fingaz,0,2,30,['hardcore hip hop'],2
"Bach, JS: Prelude and Fugue in C Major, BWV 531: Prelude",Johann Sebastian Bach,0,0,6,"['baroque', 'classical', 'early music', 'german baroque']",2
"Piano Sonata No. 9 in D Major, K. 311: I. Allegro con spirito",Wolfgang Amadeus Mozart,0,5,30,"['classical', 'classical era']",2
Ever Be,Korn,0,33,50,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2
Atmosphere Station,James Horner,0,19,38,"['orchestral soundtrack', 'soundtrack']",2
Go To Hell,Prozak,0,7,24,['horrorcore'],2
Yesterdays,Percy Faith & His Orchestra,0,0,0,"['easy listening', ""man's orchestra""]",2
Walk Away,Tantric,0,9,32,"['alternative metal', 'nu metal', 'post-grunge']",2
Shadows That Move,Mastodon,0,21,29,"['alternative metal', 'atlanta metal', 'metal', 'progressive groove metal', 'progressive sludge', 'sludge metal', 'stoner metal', 'stoner rock']",2
Moon River - Original,Jerry Butler,0,0,0,"['chicago soul', 'classic soul', 'motown', 'philly soul', 'soul']",2
La Plus bath des javas,Yvette Horner,0,9,28,['bal-musette'],2
Mountains Of Mourne,The Irish Tenors,0,8,24,['irish ballad'],2
Kite - Live From Sydney,U2,0,31,33,"['irish rock', 'permanent wave', 'rock']",2
"4 Sea Interludes, Op. 33a: IV. Storm",Benjamin Britten,0,0,0,"['british modern classical', 'classical', 'early modern classical', 'neoclassicism']",2
Kick out the Jams,Rage Against The Machine,0,38,63,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']",2
Never Forget Me,Bone Thugs-N-Harmony,0,14,37,"['gangster rap', 'hip hop', 'ohio hip hop', 'rap']",2
Me And My Buddy,Jazz Gillum,0,0,2,"['chicago blues', 'country blues', 'harmonica blues']",2
I Need You Now - Cahill Club Mix,Agnes,0,11,14,"['swedish electropop', 'swedish idol pop', 'swedish pop']",2
Ukkosenjumalan poika - Live At The Astoria,Moonsorrow,0,7,26,"['black metal', 'finnish metal', 'folk black metal', 'folk metal', 'greek metal', 'nordic folk metal', 'pagan black metal', 'symphonic black metal', 'viking metal']",2
Illuminate,Orbital,0,36,36,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']",2
Hey Daddy,Korn,0,48,72,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2
Kisha - Album Version (Edited),Lil Wayne,0,4,19,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2
Amber Changing (Demo),Rise Against,0,19,50,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'pop punk', 'post-grunge', 'punk']",2
It Goes On,20/20,0,1,3,"['power pop', 'underground power pop']",2
Something Girls,Adam Ant,0,13,46,"['new romantic', 'new wave', 'new wave pop', 'permanent wave']",2
Soul Deep,The Box Tops,0,35,33,"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'psychedelic rock', 'rock-and-roll']",2
Face the Ashes,Gob,0,7,33,"['canadian pop punk', 'canadian punk', 'skate punk', 'vancouver punk']",2
The Moon And I - Ordinary Day Album Version,Jeff & Sheri Easter,0,0,4,"['family gospel', 'southern gospel']",2
Amor de Cabaret (with Río Roma),La Sonora Santanera,0,46,66,"['bolero', 'bolero mexicano', 'tropical']",2
Stickin In My Eye,NOFX,0,47,53,"['punk', 'skate punk', 'socal pop punk']",2
Rosemary Recalls,Bruce Rowland,0,21,39,"['australian classical', 'oceania soundtrack']",2
Wanna Be A Player,Heavy D,0,8,37,"['contemporary r&b', 'new jack swing', 'r&b', 'reggae fusion']",2
Where The Thunder Roars - Tales Of Wonder Album Version,Whiteheart,0,8,24,"['christian metal', 'deep christian rock']",2
All Rise,Scott Wesley Brown,0,3,31,"['classic praise', 'jesus movement']",2
Our Love is Here to Stay,Pery Ribeiro,0,0,2,"['bossa nova', 'velha guarda']",2
Para Milladoiro,Susana Seivane,0,1,9,"['gaita', 'galician folk', 'spanish folk']",2
Snowball,Test Icicles,0,4,27,['dance-punk'],2
Going Down Slow,Mance Lipscomb,0,0,14,"['country blues', 'texas blues', 'traditional blues']",2
Charisma Remixed,Sven Tasnadi,0,4,2,['leipzig electronic'],2
Silent Hill,Moss,0,3,28,"['drone', 'dutch indie', 'dutch indie rock']",2
Openbare Weg,Mira,0,5,17,['kleinkunst'],2
Choro - Remastered 1998,Vince Guaraldi,0,20,40,"['jazz piano', 'space age pop']",2
Hate,Organized Konfusion,0,6,32,"['alternative hip hop', 'hardcore hip hop', 'jazz rap', 'queens hip hop']",2
Ma Louise,Maurice Chevalier,0,0,7,"['cabaret', 'vintage chanson', 'vintage hollywood', 'ye ye']",2
Mangos,Kai Winding,0,6,35,"['jazz trombone', 'space age pop']",2
WKYA (Drop),Redman,0,9,37,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']",2
Lead Me Lord,The Brooklyn Tabernacle Choir,0,16,19,['classic praise'],2
A Distant Voice,Sonny Simmons,0,1,3,['jazz saxophone'],2
Inside Job,Pearl Jam,0,34,51,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock']",2
Dearly Beloved,Norrie Paramor,0,0,1,"['easy listening', 'space age pop']",2
Orgofart,Descendents,0,8,29,"['hardcore punk', 'punk', 'skate punk']",2
The Look Of Love,Gary Hobbs,0,0,0,['tejano'],2
Bitch Is Back,L.A. Guns,0,25,43,"['glam metal', 'hard rock', 'sleaze rock']",2
Born and Raised In Compton,DJ Quik,0,42,49,"['g funk', 'popping', 'west coast rap']",2
Sweet by and By,The Jordanaires,0,0,1,['country gospel'],2
Christlike Roche,The Roches,0,2,14,['folk rock'],2
You Rascal You,Bob Margolin,0,0,1,"['acoustic blues', 'blues', 'electric blues', 'modern blues', 'power blues-rock']",2
Medicate Myself,The Verve Pipe,0,7,38,"['pop rock', 'post-grunge']",2
Biding Her Time,Bob Neuwirth,0,17,16,['alternative roots rock'],2
Brasas Vivas,Nelson Ned,0,1,25,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']",2
