title,artist,isHot,popularity,album_popularity,genres,cluster
Exodus,Quincy Jones,0,18,35,['soul jazz'],2
Harlem Nocturne,Earle Hagen,0,9,16,['space age pop'],2
Dogs,George Lopez,0,12,29,"['comedy', 'latino comedy']",2
La machine,Pascal Obispo,0,5,28,"['chanson', 'french pop']",2
Perkiomen,Daryl Hall & John Oates,0,12,24,"['album rock', 'classic rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",2
Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version,Ricky Martin,0,61,60,"['latin pop', 'mexican pop', 'puerto rican pop']",2
The Reach,White Willow,0,0,2,"['modern progressive rock', 'norwegian prog']",2
My Baby,Bukka White,0,0,6,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2
Weighed Down,Plump DJs,0,8,24,"['breakbeat', 'nu skool breaks', 'psybreaks']",2
Try Love,Sugar Minott,0,4,20,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",2
This Guitar Says Sorry - Alternate Version,Billy Bragg,0,8,41,"['anti-folk', 'folk punk', 'permanent wave', 'singer-songwriter', 'uk americana']",2
Southern Fried,DJ Nasty,0,0,17,['ghettotech'],2
Spanish Fly,Fudge Tunnel,0,17,36,"['dub metal', 'sludge metal']",2
The Way I Loved You (Taylor’s Version),Taylor Swift,0,73,85,['pop'],2
Ebb Tide,Tony Martin,0,0,0,['deep adult standards'],2
Africa,Dusminguet,0,6,28,"['rock catala', 'rumba catalana']",2
Metamorphosis,Amoral,0,1,7,"['finnish death metal', 'finnish progressive metal']",2
Fortune Teller,The Rolling Stones,0,17,34,"['album rock', 'british invasion', 'classic rock', 'rock']",2
Way Way Back,Kool Moe Dee,0,8,38,"['east coast hip hop', 'harlem hip hop', 'new jack swing', 'old school hip hop']",2
This Little Child,Scott Wesley Brown,0,14,41,"['classic praise', 'jesus movement']",2
The Munster Cloak,Seamus Egan,0,1,4,"['celtic', 'irish banjo', 'irish folk', 'uilleann pipes']",2
Sweet and Lovely - Remastered,Tiny Tim,0,1,6,"['novelty', 'outsider']",2
Lip Smacker,Poncho Sanchez,0,2,14,"['afro-cuban percussion', 'latin jazz']",2
Ne Thang,Natural Elements,0,1,23,"['deep east coast hip hop', 'golden age hip hop']",2
Standing Knee Deep In A River (Dying Of Thirst),Kathy Mattea,0,26,24,"['classic country pop', 'country', 'country rock', 'deep contemporary country']",2
Comerte a Besos - Bachata Version,Frankie Negrón,0,12,34,"['bachata dominicana', 'salsa']",2
Intro / Time For Some Action,N.E.R.D,0,27,52,"['hip hop', 'virginia hip hop']",2
Heavy Like Sunday - HTLF version (inc' dialogue),Leona Naess,0,0,2,"['ectofolk', 'lilith']",2
Exiliado en el Lavabo,Estopa,0,45,72,"['pop flamenco', 'rumba', 'spanish pop']",2
Finding My Way,Stanley Clarke,0,11,51,"['electric bass', 'jazz funk', 'jazz fusion']",2
Go Now - Original,Dennis Brown,0,0,0,"['lovers rock', 'reggae', 'roots reggae']",2
Sleepwalker,Nightwish,0,30,42,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",2
Like Dylan in the Movies,Belle and Sebastian,0,43,52,"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",1
Who Can Handle Me Is You,Little Milton,0,2,16,"['electric blues', 'memphis soul', 'soul blues', 'southern soul']",2
El Terror,Orquesta Harlow,0,3,11,"['latin jazz', 'salsa', 'salsa international']",2
The Earth Will Shake,Thrice,0,33,46,"['post-hardcore', 'screamo']",2
The Think Drink Theme,The Harvey Averne Dozen,0,1,22,['boogaloo'],2
Bamboo Blue,Steven Halpern,0,1,6,"['healing', 'meditation', 'sleep']",2
Hunter,Thirty Seconds To Mars,0,31,61,"['modern rock', 'post-grunge']",2
All My Senses,Mando Diao,0,25,46,"['dalarna indie', 'swedish garage rock', 'swedish indie rock']",2
Tatter Jack Walsh,The Russell Family,0,0,1,['concertina'],2
Lose This Skin - Remastered,The Clash,0,26,55,"['alternative rock', 'permanent wave', 'punk', 'rock']",2
Lullaby,The Chicks,0,44,58,"['contemporary country', 'country', 'country dawn']",2
Dancing with Ghosts,Epitaph,0,0,1,"['german hard rock', 'german prog', 'german rock', 'psychedelic blues-rock']",2
Every Other Way [Mix Cut] - Armin van Buuren Remix,BT,0,13,25,"['progressive house', 'progressive trance', 'trance']",2
No One Hears You,Agnostic Front,0,5,22,"['chicano punk', 'crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'old school thrash', 'punk']",2
Stranded In The Jungle - Alternate Version,New York Dolls,0,27,35,"['early us punk', 'glam punk', 'glam rock', 'protopunk', 'punk']",2
Air On A Six String,Oscar Castro-Neves,0,2,13,['bossa nova'],2
Touch You,Sandy Posey,0,1,33,['nashville sound'],2
Rendez-Vous,Harry Diboula,0,1,17,"['kizomba antigas', 'zouk']",2
Wow,Snow Patrol,0,31,62,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",2
Les femmes des autres - Remastered 2004,Jacques Dutronc,0,0,13,"['chanson', 'ye ye']",2
"Carnival (from ""Black Orpheus"") - from ""Black Orpheus""",Tito Puente,0,0,6,"['afro-cuban percussion', 'jazz puertorriqueno', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']",2
You Make Me Feel Good - Radio Edit,JK,0,25,42,"['deep eurodance', 'hip house']",2
Poem to a Horse,Shakira,0,40,74,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2
Underlying Lies,Scott Matthews,0,4,10,['chamber pop'],2
Our Sand,Vusi Mahlasela,0,0,9,['south african jazz'],2
Sweet Contradiction,Aaron Watson,0,6,28,"['classic texas country', 'country road', 'red dirt', 'texas country']",2
666lb. Bongsession,Bongzilla,0,25,37,"['doom metal', 'drone metal', 'sludge metal', 'stoner metal', 'stoner rock']",2
Vogue - MDNA World Tour / Live 2012,Madonna,0,34,43,"['dance pop', 'pop']",2
Dysfunction,Liquid Soul,0,5,17,['instrumental funk'],2
Once a Year,Beenie Man,0,8,21,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']",2
Hesitate,MyKungFu,0,0,0,['swiss singer-songwriter'],2
Katie,Mary Black,0,33,44,"['celtic', 'irish folk']",2
No Sympathy For Fools,Behemoth,0,25,32,"['black metal', 'death metal', 'groove metal', 'metal', 'pagan black metal', 'polish black metal', 'polish death metal', 'polish metal']",2
The Kingdom - Titles,Danny Elfman,0,6,31,"['orchestral soundtrack', 'soundtrack']",2
Ethiopian Serenade,Mystic Revelation Of Rastafari,0,2,10,['nyahbinghi'],2
Latinas,Flora Purim,0,8,24,['brazilian jazz'],2
I Am Your Mother Too,Keb' Mo',0,8,23,"['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues']",2
Dangerous Dance,Dolores Keane,0,8,19,"['celtic', 'irish folk']",2
Rock America,Danger Danger,0,35,46,['glam metal'],2
Where Is The Love?,Bobby Broom,0,0,3,['jazz guitar'],2
Ultra-Funk,Los Amigos Invisibles,0,34,44,"['latin afrobeat', 'latin alternative', 'latin funk', 'latin rock', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']",2
Kalanta,Despina Vandi,0,32,28,"['greek pop', 'laiko']",2
Nehi Mamma Blues,Frank Stokes,0,0,0,"['country blues', 'memphis blues', 'traditional blues']",2
Presenting The Eight Wonder Of The World,Max Steiner,0,0,0,['classic soundtrack'],2
"Smile from ""Modern Times"" (1936)",Charlie Chaplin,1,6,36,['classic soundtrack'],2
Fell In Love Today,Lee Michaels,0,0,5,['hammond organ'],2
Voices Inside My Head,The Police,0,41,69,"['album rock', 'classic rock', 'permanent wave', 'rock']",2
Hidden Sun,Room 5,0,11,53,"['disco house', 'vocal house']",2
You Turn Me,Vickie Winans,0,2,32,['gospel'],2
Sacred,Moonspell,0,10,15,"['gothic black metal', 'gothic metal', 'melodic death metal', 'metal', 'portuguese black metal', 'portuguese metal', 'portuguese rock', 'power metal']",2
Rain Love,Al Denson,0,2,14,['deep christian rock'],2
Mosquito Coil,Zeromancer,0,6,21,['industrial metal'],2
Hold on Tight - Nalin & Kane Remix,Lambda,0,34,31,['bubble trance'],2
I Never Know,Singing Melody,0,0,32,"['deep ragga', 'lovers rock', 'old school dancehall', 'roots reggae']",2
How Long Will It Take,Warner Mack,0,2,27,"['classic country pop', 'traditional country']",2
Something About Mary,Wyclef Jean,0,25,52,['rap kreyol'],2
Aunque Tu Mami No Quiera,Grupo Sierra Maestra,0,0,13,"['musica tradicional cubana', 'son cubano']",2
The Process Revealed,Roj,0,0,14,"['british experimental', 'hauntology', 'uk experimental electronic']",2
Night Is the Notion,Dax Riggs,0,26,38,['swamp rock'],2
Police Opression,The Bruisers,0,3,11,"['american oi', 'boston punk', 'oi']",2
God Lead Us Along - Homecoming Hymns Version,Bill & Gloria Gaither,0,1,12,['southern gospel'],2
Sympathy,Sylver,0,25,35,"['belgian dance', 'eurodance']",2
Persuasion,Santana,0,37,63,"['blues rock', 'classic rock', 'mexican classic rock']",2
1987,2 minutos,0,14,35,"['argentine punk', 'argentine rock', 'latin alternative', 'ska argentino']",2
Mona Lisa,Moon Mullican,0,0,1,"['country boogie', 'western swing']",2
Nervous Breakdown,Nerf Herder,0,8,28,"['power-pop punk', 'socal pop punk']",2
"In Our Hands, Once Again",Dead Hearts,0,0,1,['melodic hardcore'],2
Sin Poderte Hablar,Huey Dunbar,0,24,47,"['modern salsa', 'salsa']",2
He Who Breeds Pestilence,Behemoth,0,17,42,"['black metal', 'death metal', 'groove metal', 'metal', 'pagan black metal', 'polish black metal', 'polish death metal', 'polish metal']",2
Nom Nom Nom,Hot Chip,0,47,45,"['alternative dance', 'dance rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",2
Generation Aliens,Lizzy Borden,0,5,16,"['glam metal', 'speed metal', 'us power metal']",2
He Will Break Your Heart,Delbert McClinton,0,2,25,"['classic texas country', 'country rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock', 'southern rock']",2
School,Nirvana,0,58,76,"['grunge', 'permanent wave', 'rock']",2
Realizer,The Crystal Method,0,37,47,"['big beat', 'breakbeat', 'electronica']",2
The Urge to Merge,Kate Clinton,0,0,0,['comedienne'],2
"Part 1 (19 Flowerpots, 2 Hammered, Dulcimers, Bavarian Zither, Shakuhachi)",Stephan Micus,0,3,8,['arab folk'],2
Devon,Gabriel Yared,0,1,10,['french soundtrack'],2
White Feather,Wolfmother,0,9,28,"['alternative rock', 'australian psych', 'garage rock', 'modern blues rock', 'modern rock', 'rock']",2
This Kind Of Love - Full Band,Sister Hazel,0,5,4,"['neo mellow', 'pop rock', 'post-grunge']",2
Dreamer - Jamie J Sanchez Club Mix,Janice Robinson,0,0,0,['deep vocal house'],2
零時十一分,Edmond Leung,0,1,19,"['cantopop', 'classic cantopop']",2
Big Time Charlie,Cockney Rejects,0,1,11,"['oi', 'punk']",2
Night Life,Charlie McCoy,0,1,15,['harmonica blues'],2
How I Miss You Tonight,Adolph Hofner,0,0,13,['western swing'],2
My Lady,Lee Michaels,0,2,9,['hammond organ'],2
Somebody Sing,Wayne Watson,0,0,2,"['classic praise', 'deep christian rock']",2
One Day At A Time,Cumberland Quartet,0,0,2,['southern gospel'],2
Apples in the Trees - Live,Mirah,0,0,4,['olympia wa indie'],2
Coming Undone,Tantric,0,33,32,"['alternative metal', 'nu metal', 'post-grunge']",2
Like a Deck of Cards,Bedwetters,0,3,10,['estonian pop'],2
Here We Are,The Refreshments,0,10,16,['dansband'],2
The Carpal Tunnel Of Love,Fall Out Boy,0,50,77,"['emo', 'modern rock', 'pop', 'rock']",2
Just Keep It Up,Dee Clark,0,17,14,"['chicago soul', 'doo-wop', 'rhythm and blues']",2
I Wanna Hear It From You - Digital Re-Recording,Eddy Raven,0,6,34,['classic country pop'],2
Party for Pink,蜜雪薇琪,0,0,20,"['mandopop', 'taiwan idol pop', 'taiwan pop']",2
Heather,Floor,0,0,9,"['drone metal', 'miami metal', 'post-doom metal', 'post-metal', 'sludge metal']",2
Silent Night,Sergio Franchi,0,23,30,['italian tenor'],2
Lady Marmalade,Mongo Santamaria,0,12,21,"['afro-cuban percussion', 'boogaloo', 'cuban rumba', 'jazz cubano', 'latin jazz', 'musica tradicional cubana']",2
Oblivious Darkness,Astarte,0,2,8,"['greek metal', 'melodic black metal', 'slayer', 'symphonic black metal']",2
Tomorrow Never Knows,Dwight Twilley,0,0,1,"['power pop', 'underground power pop']",2
Come Along,Johnny Osbourne,0,3,39,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",2
Ostravaczech,Kryštof,0,5,27,"['czech pop', 'czech pop rock', 'czech rock']",2
So Fresh,Tum Tum,0,0,3,"['dfw rap', 'dirty south rap', 'houston rap']",2
Banho De Amor,Moraes Moreira,0,0,0,"['bossa nova', 'mpb', 'samba', 'velha guarda']",2
Angel Of Light - Never Say Die Album Version,Petra,0,15,33,"['christian alternative rock', 'christian metal', 'christian music', 'jesus movement', 'rock cristiano']",2
Regresa a Mí (Unbreak My Heart),Yuridia,0,36,50,"['latin arena pop', 'latin pop', 'mexican pop']",2
Party in the Sky,Inspiral Carpets,0,8,41,"['britpop', 'madchester']",2
Dream Lover,Plasmatics,0,6,23,['hardcore punk'],2
Storm In My Heart,Dolores Keane,0,17,34,"['celtic', 'irish folk']",2
Kettle Black,Bleed The Sky,0,5,23,"['groove metal', 'melodic metalcore']",2
"California, Gracefully",Every Time I Die,0,9,23,"['buffalo ny metal', 'chaotic hardcore', 'melodic metalcore', 'post-hardcore', 'screamo']",2
One I Love,Coldplay,0,33,42,"['permanent wave', 'pop']",2
Narcotic,Methods of Mayhem,0,16,41,"['rap metal', 'rap rock']",2
Still I Will (Be Merry),Lisa Lynne,0,4,16,"['celtic harp', 'healing', 'new age']",2
"Short Fanfare for the Air Force, ""Short Air Fanfare""",Albert Ketèlbey,0,0,5,['post-romantic era'],2
Bad Dreams,Lyrics Born,1,34,32,['turntablism'],2
This Is How A Heart Breaks,Joe McBride,0,0,22,['smooth jazz'],2
Praying for Time - Remastered,George Michael,0,54,65,"['new wave pop', 'soft rock']",2
Crash and Burn - Home Demo,Funeral For A Friend,0,8,37,"['post-hardcore', 'screamo', 'uk post-hardcore']",2
Bare As You Dare,Lady Saw,0,1,27,"['dancehall', 'dancehall queen', 'reggae fusion']",2
Ilta Oulunjoella,Tulipunaruusut,0,12,24,"['classic finnish pop', 'classic iskelma', 'humppa']",2
It Only Takes Two to Tango,The Stranglers,0,18,65,"['glam rock', 'new romantic', 'new wave', 'new wave pop', 'protopunk', 'pub rock', 'zolo']",2
Monkey & Turtle,David Hudson,0,0,2,['didgeridoo'],2
Night Time,Hot Club of Detroit,0,0,11,['gypsy jazz'],2
Love Is Taking Hold,Al Denson,0,0,8,['deep christian rock'],2
We Are Not Impartial,The Chap,0,0,6,"['british experimental', 'experimental pop']",2
"""Little"" Louie Bonus",The Bucketheads,0,4,54,"['classic house', 'disco house', 'vocal house']",2
Paralyzed,The Cardigans,0,32,68,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']",2
Weekend,The Dictators,0,9,26,"['early us punk', 'glam punk', 'protopunk', ""punk 'n' roll""]",2
Make Me Bad,Korn,0,62,72,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2
Revelations: Visions In A Dream,Tom Cochrane,0,0,2,"['canadian singer-songwriter', 'classic canadian rock', 'mellow gold']",2
Choro II - Instrumental,Charlie Byrd,0,10,17,"['bossa nova', 'jazz guitar']",2
Maldita Miseria (Vendiste Los Güeyes),Mercedes Castro,0,32,50,['ranchera'],2
An Mouvman,Kassav',0,22,49,"['musique guadeloupe', 'zouk']",2
Money In Da Bank,Tum Tum,0,0,11,"['dfw rap', 'dirty south rap', 'houston rap']",2
Beaux parleurs,Clarisse Lavanant,0,1,7,['breton folk'],2
Seven Days Of Heaven,The Knack,0,0,11,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new wave', 'new wave pop', 'power pop', 'soft rock']",2
Pour Jane - Live acoustique,Cali,0,1,12,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",2
Wrapped Around Your Finger - Remastered 2003,The Police,0,59,84,"['album rock', 'classic rock', 'permanent wave', 'rock']",2
"Raining on the Cold, Cold Ground",Lonnie Johnson,0,0,16,"['acoustic blues', 'blues', 'country blues', 'jazz blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'traditional blues']",2
Degrees of Freedom,Rhian Sheehan,0,2,14,"['compositional ambient', 'nz electronic', 'oceania soundtrack']",2
"The Way We Were (From ""The Way We Were"") [Arr. E. Knight for Orchestra] - Instrumental",Marvin Hamlisch,0,8,19,"['broadway', 'classic soundtrack']",2
"Gwendolina (From ""Il y a des anges"")",Line Renaud,0,0,0,"['vintage chanson', 'ye ye']",2
New Pony,Bob Dylan,0,29,47,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",2
El Manisero,Orlando Pops Orchestra,0,0,0,['pops orchestra'],2
Pray On,Babbie Mason,0,34,30,['classic praise'],2
"Um, Um, Um, Um, Um, Um (Curious Mind) (Rerecorded)",Major Lance,0,3,2,"['chicago soul', 'northern soul']",2
De Onda,Bersuit Vergarabat,0,31,62,"['argentine rock', 'latin alternative', 'latin rock', 'ska argentino']",2
My Mind Got Bad,Yank Rachell,0,0,0,"['country blues', 'jug band']",2
FEZ / Being Born,U2,0,25,51,"['irish rock', 'permanent wave', 'rock']",2
Olhos Ciganos,Luiz Bonfá,0,2,14,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao']",2
Writing Paper Blues,Blind Willie McTell,0,6,29,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'piedmont blues', 'traditional blues']",2
So Small,Hushabye Baby,0,5,15,['lullaby'],2
Over The Edge,Akon,0,38,78,['dance pop'],2
Raining On Our Love,Shania Twain,0,26,67,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",2
All For Nothing,Since The Flood,0,1,11,['beatdown'],2
My Melody Of Love,Ray Conniff,0,11,20,['easy listening'],2
Les Grande Bois,Jo-El Sonnier,0,1,14,"['cajun', 'swamp pop', 'zydeco']",2
Joking,Speaker,0,0,5,['svensk indie'],2
Safe Passage,Michael Gettel,0,6,27,"['new age', 'new age piano']",2
What Child Is This?,Gold City,0,11,21,['southern gospel'],2
Lagian Ne Maujan,Faiz Ali Faiz,0,0,0,"['qawwali', 'sufi']",2
Fantasie - Extended Version,Paso Doble,0,1,44,['neue deutsche welle'],2
Wake the Sleeper - Live,Uriah Heep,0,1,4,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']",2
Salzanitos,Juan Carlos Baglietto,0,8,30,"['argentine rock', 'folklore argentino', 'rock nacional']",2
Start The Fire,Margaret Becker,0,1,13,['deep christian rock'],2
Warum rappst du?,Kool Savas,0,0,6,"['german hip hop', 'turkish hip hop']",2
One Eyed Jack,Joe McBride,0,5,19,['smooth jazz'],2
Te estoy saboreando,Abracadabra,0,3,9,['musica costarricense'],2
Seed,Paloalto,0,2,24,['grunge pop'],2
Ask Fi War,Bounty Killer,0,8,28,"['dancehall', 'jamaican hip hop', 'reggae fusion']",2
Desde mi cielo,Mägo de Oz,0,53,62,"['celtic metal', 'latin rock', 'medieval rock', 'rock en espanol', 'spanish folk metal', 'spanish metal']",2
You Said You Loved Me,The Orchids,0,6,49,"['c86', 'tape club', 'twee pop']",2
Into My Eyes,Cherrelle,0,0,24,"['contemporary r&b', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",2
Intermezzo,Johannes Brahms,0,0,4,"['classical', 'german romanticism', 'late romantic era']",2
Violence in Fluid Triceratops,Arsonists Get All The Girls,0,21,26,"['deathcore', 'melodic metalcore', 'nintendocore', 'trancecore']",2
El Capitan - 1998 Digital Remaster,John Philip Sousa,0,0,11,"['american romanticism', 'concert band']",2
Chorando Baixinho,Yamandu Costa,0,3,20,"['bossa nova', 'choro', 'choro contemporaneo', 'violao', 'violao classico']",2
How Can You Resist It,Teena Marie,0,5,23,"['contemporary r&b', 'funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",2
He Will Break Your Heart,Jerry Butler,0,30,28,"['chicago soul', 'classic soul', 'motown', 'philly soul', 'soul']",2
Up North Trip,Mobb Deep,0,45,73,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",2
Rhumboso,Nestor Torres,0,0,3,"['jazz flute', 'jazz puertorriqueno']",2
Canto Triste,Edu Lobo,0,15,35,"['bossa nova', 'mpb', 'samba', 'velha guarda']",2
Eso No Tiene Remedio,Orquesta Aragón,0,1,28,"['bolero cubano', 'cha-cha-cha', 'charanga', 'danzon', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'son cubano clasico']",2
One More Go Round,James Taylor,0,13,44,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",2
Say Your Prayers,Gang Starr,0,18,44,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",2
I Dream Of Chi Chi,Brian Tyler,0,0,7,"['orchestral soundtrack', 'scorecore', 'soundtrack']",2
Dum Dum (Marble Breaks And Iron Bends),The Dee Jays,0,9,10,['swedish rock-and-roll'],2
You Tell Me,Johnny Cash,0,22,56,"['arkansas country', 'outlaw country', 'rock']",2
Tiempos Dificiles,Juan Carlos Baglietto,0,15,20,"['argentine rock', 'folklore argentino', 'rock nacional']",2
My Way,Little Milton,0,0,20,"['electric blues', 'memphis soul', 'soul blues', 'southern soul']",2
Goodbye - Solo Version,Billy Bragg,0,0,0,"['anti-folk', 'folk punk', 'permanent wave', 'singer-songwriter', 'uk americana']",2
"Piano Concerto No. 1 In G Minor, Op. 25, MWV O7: 1. Molto allegro con fuoco",Felix Mendelssohn,0,11,18,"['classical', 'early romantic era', 'german romanticism']",2
As the Hog Pisseth - Nic Sarno Gabber Mix,All Leather,0,0,1,"['sasscore', 'synth punk']",2
Rompan Todo,2 minutos,0,20,43,"['argentine punk', 'argentine rock', 'latin alternative', 'ska argentino']",2
Fin De Semana,Estrellas Cubanas,0,0,1,['son cubano clasico'],2
Chime (Edit) - Remastered,Orbital,0,46,42,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']",2
Cutdown,Bongzilla,0,16,32,"['doom metal', 'drone metal', 'sludge metal', 'stoner metal', 'stoner rock']",2
Are We Here? - Edit,Orbital,0,18,33,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']",2
So Beautiful,Jarvis Church,0,7,10,['canadian pop'],2
Say Hello,April Wine,0,32,37,"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock']",2
Stay Close To Me,Margaret Becker,0,3,12,['deep christian rock'],2
With Strength I Burn,Emperor,0,29,41,"['black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal', 'technical black metal']",2
"Mega Mosaico de Fruko: El Preso, El Caminante, Tania, El Ausente",Fruko Y Sus Tesos,0,2,47,"['salsa', 'salsa colombiana']",2
Echo,Joe Satriani,0,29,53,"['instrumental rock', 'metal guitar', 'shred']",2
Locomotive (Complicity),Guns N' Roses,0,45,77,"['glam metal', 'hard rock', 'rock']",2
La Palabra Fin,Johnny Pacheco,0,8,12,"['charanga', 'salsa']",2
Crash Course,U.K. Subs,0,10,34,"['hardcore punk', 'oi', 'punk', 'uk82']",2
September Song,Tony Martin,0,0,0,['deep adult standards'],2
Missing You For A Mile,Beres Hammond,0,2,9,"['lovers rock', 'reggae', 'roots reggae', 'soca']",2
Strange Fruit,James Carter,0,0,4,['contemporary post-bop'],2
Flight Of Earls,Barley Bree,0,0,7,['irish country'],2
The Luck You Got,The High Strung,0,44,40,['detroit indie'],2
Guided by History,Mithotyn,0,3,15,"['folk metal', 'pagan black metal', 'viking black metal', 'viking metal']",2
Turn It Out,Larry Graham & Graham Central Station,0,12,28,"['funk', 'p funk']",2
笑說想,Leo Ku,0,12,27,['cantopop'],2
Serenade,Slim Whitman,0,8,35,"['cowboy western', 'yodeling']",2
Rodriguez Pena (Tango),Jo Privat,0,0,9,"['bal-musette', 'jazz accordion']",2
Hey Joe!,Carl Smith,0,26,37,"['classic country pop', 'honky tonk', 'western swing']",2
Down On Him,The Pursuit Of Happiness,0,6,36,['canadian rock'],2
Melodia Simple,Mancha De Rolando,0,37,59,['argentine rock'],2
Destined To Win - Commander Sozo Album Version,DeGarmo & Key,0,28,27,['deep christian rock'],2
Ma douleur...,Julie Zenatti,0,3,13,"['chanson', 'french pop']",2
Termina la Feria - Remastered,Gloria Lasso,0,0,4,['cancion melodica'],2
Au bout de la marelle,Patrick Bruel,0,14,46,"['chanson', 'french pop', 'variete francaise']",2
Ley Lines,Embrace The End,0,2,11,['brutal deathcore'],2
The Memory Stone,Michael Gettel,0,7,12,"['new age', 'new age piano']",2
I Saw an Angel,Pentangle,0,12,36,"['british folk', 'folk rock', 'psychedelic folk']",2
Begin The Beguine,Los Tres Diamantes,0,14,44,"['bolero', 'bolero mexicano']",2
Rain from the Skies Mix 2,Delroy Wilson,0,0,0,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",2
Porque Yo Te Amo,Leonardo Favio,0,28,26,"['cancion melodica', 'cantautor', 'pop romantico', 'ranchera']",2
Heaven Only Knows,K-OS,0,18,26,"['alternative hip hop', 'canadian hip hop', 'canadian old school hip hop']",2
Baby Can't Be Found,Bob Margolin,0,0,1,"['acoustic blues', 'blues', 'electric blues', 'modern blues', 'power blues-rock']",2
If You Smile at the Sun,Kitty Kallen,0,0,0,['torch song'],2
It Killed Mom - Live,Osees,0,14,27,['neo-psychedelic'],2
Lover Come Back to Me,Candlebox,0,31,42,"['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'post-grunge']",2
Disconnected,Cowboy Mouth,0,10,18,['alternative roots rock'],2
Beat Conductor,Autonomous Bass Heads,0,0,0,"['bass music', 'miami bass', 'nu electro']",2
Jesus Laughing - Some Things Never Change Version,Mark Lowry,0,5,14,['southern gospel'],2
Been There All The Time,Dinosaur Jr.,0,24,41,"['alternative rock', 'lo-fi', 'noise pop', 'noise rock', 'permanent wave', 'power pop', 'shoegaze', 'slacker rock']",2
Making Up For Lost Time - Footprints In The Sand Album Version,Cristy Lane,0,2,28,['country gospel'],2
Lord We Give You All the Praise,The Jackson Southernaires,0,0,7,['praise'],2
Sensory Deprivation Adventure,From Autumn To Ashes,0,19,45,"['melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']",2
Tom Dooley,The Kingston Trio,0,40,40,"['american folk revival', 'folk']",2
A Brief History of Shitty Comedy,Patton Oswalt,0,4,20,['comedy'],2
Un Ojo Dimos,Barrio Obrero,0,39,43,['gaita zuliana'],2
Dying Batteries,Casiotone For The Painfully Alone,0,3,17,"['anti-folk', 'indietronica', 'lo-fi']",2
30 Days In The Hole,Humble Pie,0,14,22,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'southern rock', 'symphonic rock']",2
A Baby's Born,James Ingram,0,24,39,['quiet storm'],2
Cerilene,Sister Hazel,0,13,58,"['neo mellow', 'pop rock', 'post-grunge']",2
