title,artist,isHot,popularity,album_popularity,genres
Musical Episode - Edit,Horace Andy,False,3,18,"['dub', 'reggae', 'roots reggae']"
My Four Reasons,Howard Armstrong,False,1,7,[]
Thank You Lord,Horace Andy,False,5,11,"['dub', 'reggae', 'roots reggae']"
Eternamente Ámame,Miguel Gallardo,False,14,52,"['pop romantico', 'ranchera']"
Three Is a Crowd,Rory Block,False,0,9,"['acoustic blues', 'country blues', 'modern blues']"
On Bended Knee,Boyz II Men,False,75,73,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
I see the boys of summer,Richard Burton,False,5,27,"['drama', 'poetry']"
Niev nietch nievitch - Instrumental,Les Ogres De Barback,False,4,28,"['french folk pop', 'french reggae', 'french rock']"
Candy Man,Hot Tuna,False,10,31,"['blues rock', 'country rock', 'electric blues', 'jam band', 'psychedelic rock', 'roots rock']"
Cooler Than You,Diesel Boy,False,10,27,"['melodic hardcore', 'ska punk', 'skate punk']"
Summer Dying Fast,Cradle Of Filth,False,23,38,"['black metal', 'british black metal', 'gothic black metal', 'gothic metal', 'metal', 'symphonic black metal', 'symphonic metal', 'vampiric black metal']"
Snapshot - Robin M. Instrumental,LadyBug,False,4,3,[]
Taryn's Deepest Fear - 2015 Remaster,Angelo Badalamenti,False,3,14,"['dark jazz', 'soundtrack']"
The Frail,Nine Inch Nails,False,41,61,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']"
Still,Jim Chappell,False,0,4,[]
Caricia Y Herida,Flor Silvestre,False,0,6,"['mariachi', 'ranchera']"
Next Time,Nadine Renee,False,4,4,[]
You Feel Good All Over (Rerecorded),T.G. Sheppard,False,1,18,"['classic country pop', 'country', 'country rock']"
"This Melody - Live à l’Opéra National de Paris, Palais Garnier, 2012",Julien Clerc,False,4,22,['chanson']
Dixie,Hank Penny and The Lincoln Penny Orchestra,False,0,0,[]
Commercial Reign,Inspiral Carpets,False,20,17,"['britpop', 'madchester']"
Wake,Dirty Skirts,False,0,2,[]
Monde de fou,Suburbs,False,0,3,[]
I Never Came,Queens of the Stone Age,False,8,23,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']"
Hourglass - Edited,Borialis,False,8,31,"['rap metalcore', 'rap rock']"
Complicate It,Smartbomb,False,0,2,[]
You Can Still Be Free,Savage Garden,False,33,66,"['boy band', 'dance pop', 'pop rock']"
Indian Love Call,Slim Whitman,False,31,35,"['cowboy western', 'yodeling']"
Isla del Luna,Lisa Lynne,False,9,23,"['celtic harp', 'healing', 'new age']"
冷靜,Stephy Tang,False,14,22,['cantopop']
Dancing to a Standstill,The Black Velvet Band,False,0,9,[]
Joy To The World,George Frideric Handel,False,18,32,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
Ftei O Erotas,Angela Dimitriou,False,17,30,"['greek pop', 'laiko']"
Hoochie Coochie Man - Live,The Jeff Healey Band,False,3,8,"['blues', 'blues rock', 'canadian blues', 'country rock', 'electric blues', 'modern blues']"
The Second Summer Of Love,Danny Wilson,False,28,26,"['new wave pop', 'scottish new wave', 'sophisti-pop']"
Another Long One,Shawn Colvin,False,13,30,"['austin singer-songwriter', 'ectofolk', 'folk', 'lilith', 'new wave pop', 'singer-songwriter']"
Oh My God - Album Version (Edited),Sticky Fingaz,False,2,30,['hardcore hip hop']
"Bach, JS: Prelude and Fugue in C Major, BWV 531: Prelude",Johann Sebastian Bach,False,0,6,"['baroque', 'classical', 'early music', 'german baroque']"
"Piano Sonata No. 9 in D Major, K. 311: I. Allegro con spirito",Wolfgang Amadeus Mozart,False,5,30,"['classical', 'classical era']"
Ever Be,Korn,False,33,50,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Atmosphere Station,James Horner,False,19,38,"['orchestral soundtrack', 'soundtrack']"
Go To Hell,Prozak,False,7,24,['horrorcore']
Smile,Xcultures,True,0,6,[]
Yesterdays,Percy Faith & His Orchestra,False,0,0,"['easy listening', ""man's orchestra""]"
Walk Away,Tantric,False,9,32,"['alternative metal', 'nu metal', 'post-grunge']"
Shadows That Move,Mastodon,False,21,29,"['alternative metal', 'atlanta metal', 'metal', 'progressive groove metal', 'progressive sludge', 'sludge metal', 'stoner metal', 'stoner rock']"
Moon River - Original,Jerry Butler,False,0,0,"['chicago soul', 'classic soul', 'motown', 'philly soul', 'soul']"
La Plus bath des javas,Yvette Horner,False,9,28,['bal-musette']
Mountains Of Mourne,The Irish Tenors,False,8,24,['irish ballad']
Kite - Live From Sydney,U2,False,31,33,"['irish rock', 'permanent wave', 'rock']"
"4 Sea Interludes, Op. 33a: IV. Storm",Benjamin Britten,False,0,0,"['british modern classical', 'classical', 'early modern classical', 'neoclassicism']"
Kick out the Jams,Rage Against The Machine,False,38,63,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']"
Never Forget Me,Bone Thugs-N-Harmony,False,14,37,"['gangster rap', 'hip hop', 'ohio hip hop', 'rap']"
Me And My Buddy,Jazz Gillum,False,0,2,"['chicago blues', 'country blues', 'harmonica blues']"
Murder Academy,Ultraviolence,False,0,10,[]
I Need You Now - Cahill Club Mix,Agnes,False,11,14,"['swedish electropop', 'swedish idol pop', 'swedish pop']"
Ukkosenjumalan poika - Live At The Astoria,Moonsorrow,False,7,26,"['black metal', 'finnish metal', 'folk black metal', 'folk metal', 'greek metal', 'nordic folk metal', 'pagan black metal', 'symphonic black metal', 'viking metal']"
Illuminate,Orbital,False,36,36,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']"
Hey Daddy,Korn,False,48,72,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Kisha - Album Version (Edited),Lil Wayne,False,4,19,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Amber Changing (Demo),Rise Against,False,19,50,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'pop punk', 'post-grunge', 'punk']"
It Goes On,20/20,False,1,3,"['power pop', 'underground power pop']"
Something Girls,Adam Ant,False,13,46,"['new romantic', 'new wave', 'new wave pop', 'permanent wave']"
Pink World,Planet P Project,False,8,17,[]
Soul Deep,The Box Tops,False,35,33,"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'psychedelic rock', 'rock-and-roll']"
Keepin It Real (Skit),Rated R,False,0,16,[]
Face the Ashes,Gob,False,7,33,"['canadian pop punk', 'canadian punk', 'skate punk', 'vancouver punk']"
The Moon And I - Ordinary Day Album Version,Jeff & Sheri Easter,False,0,4,"['family gospel', 'southern gospel']"
Amor de Cabaret (with Río Roma),La Sonora Santanera,False,46,66,"['bolero', 'bolero mexicano', 'tropical']"
Young Boy Blues,JennyAnyKind,False,0,2,[]
Drop of Rain,Tweeterfriendly Music,False,0,0,[]
Stickin In My Eye,NOFX,False,47,53,"['punk', 'skate punk', 'socal pop punk']"
Rosemary Recalls,Bruce Rowland,False,21,39,"['australian classical', 'oceania soundtrack']"
Sudanese Dance,Xcultures,False,1,6,[]
Ota Kiinni,Murskahumppa,False,0,0,[]
Wanna Be A Player,Heavy D,False,8,37,"['contemporary r&b', 'new jack swing', 'r&b', 'reggae fusion']"
Where The Thunder Roars - Tales Of Wonder Album Version,Whiteheart,False,8,24,"['christian metal', 'deep christian rock']"
All Rise,Scott Wesley Brown,False,3,31,"['classic praise', 'jesus movement']"
Our Love is Here to Stay,Pery Ribeiro,False,0,2,"['bossa nova', 'velha guarda']"
Para Milladoiro,Susana Seivane,False,1,9,"['gaita', 'galician folk', 'spanish folk']"
Snowball,Test Icicles,False,4,27,['dance-punk']
Going Down Slow,Mance Lipscomb,False,0,14,"['country blues', 'texas blues', 'traditional blues']"
Charisma Remixed,Sven Tasnadi,False,4,2,['leipzig electronic']
Silent Hill,Moss,False,3,28,"['drone', 'dutch indie', 'dutch indie rock']"
Openbare Weg,Mira,False,5,17,['kleinkunst']
Choro - Remastered 1998,Vince Guaraldi,False,20,40,"['jazz piano', 'space age pop']"
Spontanous Combustion,Ellen McIlwaine,False,1,8,[]
Hate,Organized Konfusion,False,6,32,"['alternative hip hop', 'hardcore hip hop', 'jazz rap', 'queens hip hop']"
Ma Louise,Maurice Chevalier,False,0,7,"['cabaret', 'vintage chanson', 'vintage hollywood', 'ye ye']"
Mangos,Kai Winding,False,6,35,"['jazz trombone', 'space age pop']"
President Johnson - Original Mix,Citizen Kaned,False,0,7,[]
WKYA (Drop),Redman,False,9,37,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
Lead Me Lord,The Brooklyn Tabernacle Choir,False,16,19,['classic praise']
A Distant Voice,Sonny Simmons,False,1,3,['jazz saxophone']
Inside Job,Pearl Jam,False,34,51,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock']"
Dearly Beloved,Norrie Paramor,False,0,1,"['easy listening', 'space age pop']"
Orgofart,Descendents,False,8,29,"['hardcore punk', 'punk', 'skate punk']"
The Look Of Love,Gary Hobbs,False,0,0,['tejano']
Bitch Is Back,L.A. Guns,False,25,43,"['glam metal', 'hard rock', 'sleaze rock']"
Born and Raised In Compton,DJ Quik,False,42,49,"['g funk', 'popping', 'west coast rap']"
Bulgarian Dream - Feat. Boika Prissadova,Kiril Valeri,False,0,0,[]
Naked Albino,Bare Jr.,False,1,16,[]
Sweet by and By,The Jordanaires,False,0,1,['country gospel']
Christlike Roche,The Roches,False,2,14,['folk rock']
You Rascal You,Bob Margolin,False,0,1,"['acoustic blues', 'blues', 'electric blues', 'modern blues', 'power blues-rock']"
Medicate Myself,The Verve Pipe,False,7,38,"['pop rock', 'post-grunge']"
Biding Her Time,Bob Neuwirth,False,17,16,['alternative roots rock']
Brasas Vivas,Nelson Ned,False,1,25,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']"
Sympathy,Mark Ashton,False,0,1,[]
In This Life,Cama,False,0,0,[]
Cowboy Ways,James Hunter,False,0,0,[]
The Emperor Falls,John Wesley,False,0,2,[]
Setanta matins,élena,False,0,6,[]
Crazy Mixed up World - Remastered,Faye Adams,False,0,4,['rhythm and blues']
Superconfidential - Top Billin Inspiration Instrumental,CLP,False,0,0,[]
James (Hold the Ladder Steady),Sue Thompson,False,12,35,['deep adult standards']
It Makes No Difference Now,Billie Jo Spears,False,6,13,['classic country pop']
Spanish Grease,Willie Bobo,False,43,40,"['afro-cuban percussion', 'boogaloo', 'latin jazz']"
I Think My Wife Is Running Around On Me (Taco Hell),Tim Wilson,False,1,13,[]
Do You Finally Need A Friend,Terry Callier,False,8,32,[]
Setting Fire to Sleeping Giants,The Dillinger Escape Plan,False,37,41,"['american metalcore', 'mathcore', 'new jersey hardcore', 'new jersey punk', 'post-hardcore']"
Twist and Shout,The Shangri-Las,False,1,9,"['brill building pop', 'classic girl group', 'rock-and-roll']"
Sabor Guajiro,Roberto Torres,False,6,11,"['charanga', 'latin jazz', 'musica tradicional cubana', 'salsa']"
Crossfire,Stevie Ray Vaughan,False,48,55,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'rock', 'texas blues']"
Human Cannonball,Loudon Wainwright III,False,3,17,"['folk', 'singer-songwriter']"
Oute Ena Efharisto,Despina Vandi,False,1,3,"['greek pop', 'laiko']"
Spin,Scarlet's Remains,False,11,29,"['deathrock', 'gothic rock']"
Burning In The Aftermath,The Suicide Machines,False,15,42,"['punk', 'ska', 'ska punk', 'skate punk']"
In a Subtle Way,Jacob Young,False,0,2,"['ecm-style jazz', 'jazz guitar', 'norwegian jazz']"
Human Being,New York Dolls,False,23,35,"['early us punk', 'glam punk', 'glam rock', 'protopunk', 'punk']"
The More I See You,Eliane Elias,False,29,34,"['bossa nova', 'brazilian modern jazz', 'contemporary vocal jazz', 'jazz pop', 'piano mpb', 'vocal jazz']"
Nashville Parthenon,Casiotone For The Painfully Alone,False,23,40,"['anti-folk', 'indietronica', 'lo-fi']"
Certain Things We Do,Lost Boyz,False,8,39,"['east coast hip hop', 'queens hip hop']"
Cocain Ducks,Ec8or,False,10,11,"['breakcore', 'digital hardcore']"
Glory Be,R.L. Burnside,False,26,48,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']"
Myth Takes,!!!,False,31,34,"['alternative dance', 'dance rock', 'dance-punk', 'neo-synthpop', 'new rave', 'sacramento indie']"
Someone To Watch Over Me,Frank Chacksfield,False,0,0,"['easy listening', ""man's orchestra""]"
Just As Much As Ever,Bert Kaempfert,False,3,39,"['ballroom', 'easy listening']"
Hard Times,Run–D.M.C.,False,34,49,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']"
Filipino Baby,Hank Locklin,False,0,0,['nashville sound']
The Boss,Lady May,False,0,0,[]
Escapist,Nightwish,False,33,32,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']"
The Cube - Live,S.U.P,False,0,0,[]
Witch Weed - Live,Bongzilla,False,6,19,"['doom metal', 'drone metal', 'sludge metal', 'stoner metal', 'stoner rock']"
(Bloody Paw on the) Kill Floor,BUSDRIVER,False,7,34,"['abstract hip hop', 'alternative hip hop']"
Rain and Snow,Pentangle,False,15,25,"['british folk', 'folk rock', 'psychedelic folk']"
Beyond the Light,Aberdeen,False,0,0,"['c86', 'tape club', 'twee pop']"
Gerra De De,DJ Dips,False,33,30,['bhangra']
Inolvidable,Bebo Valdés,False,43,54,"['cha-cha-cha', 'jazz cubano', 'latin jazz', 'musica tradicional cubana']"
Miracle,Bizarre Inc,False,0,8,"['classic house', 'diva house', 'hardcore techno', 'hip house']"
Not Buried Deep Enough (Remastered 2017),The Gone Jackals,False,0,0,[]
U Killed It,Lily Allen,False,24,67,"['dance pop', 'electropop', 'neo mellow']"
I Wish My Mother Was Here,Byther Smith,False,0,6,"['blues', 'electric blues']"
Voices On The Corner,Jason Miles,False,0,3,[]
Give Me 40 Acres (To Turn This Rig Around),Willis Brothers,False,2,12,['truck-driving country']
Get Back Down - Original,Boogie Pimps,False,0,0,[]
Have Yourself A Merry Little Christmas,Hem,False,29,26,"['ectofolk', 'lilith']"
Retratos-Ernesto Nazareth - Instrumental,Laurindo Almeida,False,1,16,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'violao', 'violao classico']"
The Owl and the Pussy-Cat,Igor Stravinsky,False,0,6,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
Same Man - Radio Edit,DJ Delicious,False,34,35,[]
Until You Love Someone,Dean Martin,False,4,17,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
Nutty Block,Rodney-O & Joe Cooley,False,5,28,"['bass music', 'electro', 'miami bass']"
Part One From Triomusic,STRATA,False,0,0,[]
Set You Free This Time (Live),Gene Clark,False,0,1,"['baroque pop', 'cosmic american', 'country rock', 'singer-songwriter']"
Hai Shava,Malkit Singh,False,0,1,"['bhangra', 'classic bhangra']"
Stream,Suzanne Ciani,False,0,9,"['modular synth', 'new age', 'spectra']"
Deform (live),The Berzerker,False,1,21,"['australian metal', 'cybergrind', 'deathgrind']"
Spooks In Space,Perrey and Kingsley,False,11,27,"['moog', 'vintage french electronic', 'zolo']"
Wicker Chair,Kings of Leon,False,28,40,"['modern rock', 'rock']"
"Forming - Live at the Starwood, December 3, 1980",Germs,False,2,15,"['early us punk', 'hardcore punk', 'punk']"
Too Much Saturn,Francis Dunnery,False,13,15,[]
Driving Home for Christmas,Chris Rea,False,78,74,"['soft rock', 'sophisti-pop']"
Make Me Over v1.1,Vickie Winans,False,0,0,['gospel']
Auguri cha cha,Bob Azzam,False,2,27,['arab groove']
Kassie Jones,Alice Stuart,False,0,0,[]
Broken-Down Merry-Go-Round,Jimmy Wakely,False,0,0,"['arkansas country', 'classic oklahoma country', 'cowboy western', 'western swing']"
Tonight Will Be Alright,Lionel Richie,False,23,69,['soft rock']
Caught In a Dream,Tesla,False,25,29,"['album rock', 'glam metal', 'hard rock', 'sacramento indie']"
La Culpa,Andy CM,False,0,0,[]
Sohna Nee Sohna Data,Faiz Ali Faiz,False,0,0,"['qawwali', 'sufi']"
Floating - 2012 Remaster,Blue Rodeo,False,11,40,"['canadian rock', 'country rock']"
High Tide,Richard Souther,False,3,29,[]
Hell,Foo Fighters,False,36,69,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
Waiting Phase One,Porcupine Tree,False,24,35,"['progressive metal', 'progressive rock']"
