title,artist,isHot,popularity,album_popularity,genres
Watermelon Man - Live At The Fillmore Auditorium / 1968 / Remastered 2024,Albert King,False,11,18,"['blues', 'blues rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']"
Flamenco Sketches (Intro),Jason Miles,False,0,3,[]
Mumbling or hearing loss?,Jeanne Robertson,False,5,14,"['clean comedy', 'comedienne']"
Turn It Around,Bob Neuwirth,False,0,4,['alternative roots rock']
Summer Of Love,Novaspace,False,6,35,"['cantaditas', 'eurodance']"
Escuta Noel,Maysa,False,0,0,['velha guarda']
Saved,9th Wonder,False,6,21,"['alternative hip hop', 'hip hop', 'instrumental hip hop', 'north carolina hip hop']"
Love Is Gonna Get You,Ben E. King,False,0,1,"['rock-and-roll', 'soul']"
Light of a Clear Blue Morning,Dolly Parton,False,16,30,"['classic country pop', 'country', 'country dawn']"
Se Acabo el Carbon,Orquesta Sublime,False,0,0,"['cuban rumba', 'musica tradicional cubana']"
Somebody Loan Me A Dime - Remastered,Fenton Robinson,False,55,58,"['blues', 'electric blues', 'louisiana blues', 'swamp blues', 'traditional blues']"
SOS,Rihanna,False,76,75,"['barbadian pop', 'pop', 'urban contemporary']"
Caught In The Crossfire,April Wine,False,19,45,"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock']"
High-Speed French Train,Alexandre Desplat,False,29,50,"['french soundtrack', 'orchestral soundtrack', 'soundtrack']"
Books & Books,The Almost,False,8,26,"['christian alternative rock', 'neon pop punk', 'screamo']"
記憶的花園,Leon Lai,False,4,31,"['c-pop', 'cantopop', 'classic cantopop']"
Didgeralia,David Hudson,False,0,0,['didgeridoo']
Alone in Love,Craig Wedren,False,0,3,[]
"Who Did You Think I Was - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,False,42,68,"['neo mellow', 'singer-songwriter']"
Stood Up,Floyd Cramer,False,19,34,"['easy listening', 'honky-tonk piano', 'nashville sound']"
Ride Ranger Ride,Roy Rogers,False,3,28,"['cowboy western', 'western swing']"
Such Grand Ideas,Nybbl,False,0,0,[]
Down In The Lowlands - Charlie Peacock Album Version,Charlie Peacock,False,0,7,['deep christian rock']
Bank,Jean Carignan,False,0,10,['folklore quebecois']
I Hope the Weather Stays Fine - Remix,The Dylans,False,1,19,['madchester']
Mexican Joe,Jim Reeves,False,20,50,['nashville sound']
Two Hearts,Phil Collins,False,63,65,"['rock drums', 'soft rock']"
Lana Lee,The Refreshments,False,7,25,['dansband']
Ooh Wee Baby,Doyle Bramhall,False,1,12,"['modern blues', 'texas blues']"
Boo Hoo,KT Tunstall,False,17,36,"['ectofolk', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']"
Losing Love - DJ Wout Remix,Milk Inc.,False,16,48,"['belgian dance', 'eurodance']"
Jesus Can Work It Out,The Jackson Southernaires,False,9,27,['praise']
Three Times Seven,Doc & Merle Watson,False,15,35,"['appalachian folk', 'bluegrass', 'progressive bluegrass', 'traditional folk']"
The Wind (Tears For You),CeCe Winans,False,16,36,['gospel']
"Good Girls, Bad Guys",DMX,False,38,67,"['detroit hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
(The Grave Prelude),Mobb Deep,False,32,73,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
C30 C60 C90 Go,Bow Wow Wow,False,23,33,"['new romantic', 'new wave', 'new wave pop']"
Exodus,Quincy Jones,False,18,35,['soul jazz']
Harlem Nocturne,Earle Hagen,False,9,16,['space age pop']
Dogs,George Lopez,False,12,29,"['comedy', 'latino comedy']"
La machine,Pascal Obispo,False,5,28,"['chanson', 'french pop']"
21st Century Time Bomb,Opiate For The Masses,False,3,13,[]
Perkiomen,Daryl Hall & John Oates,False,12,24,"['album rock', 'classic rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version,Ricky Martin,False,61,60,"['latin pop', 'mexican pop', 'puerto rican pop']"
The Reach,White Willow,False,0,2,"['modern progressive rock', 'norwegian prog']"
My Baby,Bukka White,False,0,6,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']"
Weighed Down,Plump DJs,False,8,24,"['breakbeat', 'nu skool breaks', 'psybreaks']"
Try Love,Sugar Minott,False,4,20,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Jour de chance - Lucky Day,Sasha,False,17,17,[]
This Guitar Says Sorry - Alternate Version,Billy Bragg,False,8,41,"['anti-folk', 'folk punk', 'permanent wave', 'singer-songwriter', 'uk americana']"
Southern Fried,DJ Nasty,False,0,17,['ghettotech']
Spanish Fly,Fudge Tunnel,False,17,36,"['dub metal', 'sludge metal']"
The Way I Loved You (Taylor’s Version),Taylor Swift,False,73,85,['pop']
Ebb Tide,Tony Martin,False,0,0,['deep adult standards']
Africa,Dusminguet,False,6,28,"['rock catala', 'rumba catalana']"
Metamorphosis,Amoral,False,1,7,"['finnish death metal', 'finnish progressive metal']"
Fortune Teller,The Rolling Stones,False,17,34,"['album rock', 'british invasion', 'classic rock', 'rock']"
Crappy Shop - 50 Cent Diss Track,Forensics,False,0,0,[]
Way Way Back,Kool Moe Dee,False,8,38,"['east coast hip hop', 'harlem hip hop', 'new jack swing', 'old school hip hop']"
This Little Child,Scott Wesley Brown,False,14,41,"['classic praise', 'jesus movement']"
The Munster Cloak,Seamus Egan,False,1,4,"['celtic', 'irish banjo', 'irish folk', 'uilleann pipes']"
Sweet and Lovely - Remastered,Tiny Tim,False,1,6,"['novelty', 'outsider']"
Lip Smacker,Poncho Sanchez,False,2,14,"['afro-cuban percussion', 'latin jazz']"
Ne Thang,Natural Elements,False,1,23,"['deep east coast hip hop', 'golden age hip hop']"
Standing Knee Deep In A River (Dying Of Thirst),Kathy Mattea,False,26,24,"['classic country pop', 'country', 'country rock', 'deep contemporary country']"
"Trio (1932), Movement 3: Moderato",STRATA,False,0,0,[]
Comerte a Besos - Bachata Version,Frankie Negrón,False,12,34,"['bachata dominicana', 'salsa']"
Intro / Time For Some Action,N.E.R.D,False,27,52,"['hip hop', 'virginia hip hop']"
Heavy Like Sunday - HTLF version (inc' dialogue),Leona Naess,False,0,2,"['ectofolk', 'lilith']"
Exiliado en el Lavabo,Estopa,False,45,72,"['pop flamenco', 'rumba', 'spanish pop']"
Finding My Way,Stanley Clarke,False,11,51,"['electric bass', 'jazz funk', 'jazz fusion']"
Go Now - Original,Dennis Brown,False,0,0,"['lovers rock', 'reggae', 'roots reggae']"
Comme toi - Live Tour et Détours 1994,Carole Fredericks,False,17,37,[]
Sleepwalker,Nightwish,False,30,42,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']"
Like Dylan in the Movies,Belle and Sebastian,False,43,52,"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']"
How U Want It,Ya Boy,False,0,0,[]
Who Can Handle Me Is You,Little Milton,False,2,16,"['electric blues', 'memphis soul', 'soul blues', 'southern soul']"
El Terror,Orquesta Harlow,False,3,11,"['latin jazz', 'salsa', 'salsa international']"
The Earth Will Shake,Thrice,False,33,46,"['post-hardcore', 'screamo']"
The Think Drink Theme,The Harvey Averne Dozen,False,1,22,['boogaloo']
Bamboo Blue,Steven Halpern,False,1,6,"['healing', 'meditation', 'sleep']"
Hunter,Thirty Seconds To Mars,False,31,61,"['modern rock', 'post-grunge']"
All My Senses,Mando Diao,False,25,46,"['dalarna indie', 'swedish garage rock', 'swedish indie rock']"
Tatter Jack Walsh,The Russell Family,False,0,1,['concertina']
Lose This Skin - Remastered,The Clash,False,26,55,"['alternative rock', 'permanent wave', 'punk', 'rock']"
Lullaby,The Chicks,False,44,58,"['contemporary country', 'country', 'country dawn']"
Here with Me,Arika Kane,False,3,4,[]
Dancing with Ghosts,Epitaph,False,0,1,"['german hard rock', 'german prog', 'german rock', 'psychedelic blues-rock']"
Every Other Way [Mix Cut] - Armin van Buuren Remix,BT,False,13,25,"['progressive house', 'progressive trance', 'trance']"
No One Hears You,Agnostic Front,False,5,22,"['chicano punk', 'crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'old school thrash', 'punk']"
Stranded In The Jungle - Alternate Version,New York Dolls,False,27,35,"['early us punk', 'glam punk', 'glam rock', 'protopunk', 'punk']"
Air On A Six String,Oscar Castro-Neves,False,2,13,['bossa nova']
Touch You,Sandy Posey,False,1,33,['nashville sound']
Rendez-Vous,Harry Diboula,False,1,17,"['kizomba antigas', 'zouk']"
Wow,Snow Patrol,False,31,62,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']"
Les femmes des autres - Remastered 2004,Jacques Dutronc,False,0,13,"['chanson', 'ye ye']"
"Carnival (from ""Black Orpheus"") - from ""Black Orpheus""",Tito Puente,False,0,6,"['afro-cuban percussion', 'jazz puertorriqueno', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']"
You Make Me Feel Good - Radio Edit,JK,False,25,42,"['deep eurodance', 'hip house']"
"Bibo no Aozora, Endless Flight, Babel - Remix Version",Gustavo Santaolalla,False,28,24,[]
Black Diamond,Taking Dawn,False,0,1,[]
Poem to a Horse,Shakira,False,40,74,"['colombian pop', 'dance pop', 'latin pop', 'pop']"
Underlying Lies,Scott Matthews,False,4,10,['chamber pop']
What If,Approaching Nirvana,False,14,24,[]
Our Sand,Vusi Mahlasela,False,0,9,['south african jazz']
Sweet Contradiction,Aaron Watson,False,6,28,"['classic texas country', 'country road', 'red dirt', 'texas country']"
666lb. Bongsession,Bongzilla,False,25,37,"['doom metal', 'drone metal', 'sludge metal', 'stoner metal', 'stoner rock']"
Vogue - MDNA World Tour / Live 2012,Madonna,False,34,43,"['dance pop', 'pop']"
Dysfunction,Liquid Soul,False,5,17,['instrumental funk']
Once a Year,Beenie Man,False,8,21,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']"
Hesitate,MyKungFu,False,0,0,['swiss singer-songwriter']
Katie,Mary Black,False,33,44,"['celtic', 'irish folk']"
No Sympathy For Fools,Behemoth,False,25,32,"['black metal', 'death metal', 'groove metal', 'metal', 'pagan black metal', 'polish black metal', 'polish death metal', 'polish metal']"
The Kingdom - Titles,Danny Elfman,False,6,31,"['orchestral soundtrack', 'soundtrack']"
Ethiopian Serenade,Mystic Revelation Of Rastafari,False,2,10,['nyahbinghi']
Latinas,Flora Purim,False,8,24,['brazilian jazz']
I Am Your Mother Too,Keb' Mo',False,8,23,"['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues']"
Dangerous Dance,Dolores Keane,False,8,19,"['celtic', 'irish folk']"
Rock America,Danger Danger,False,35,46,['glam metal']
My Soul Is Gonna Live With God,Josh White,False,0,0,[]
Where Is The Love?,Bobby Broom,False,0,3,['jazz guitar']
Ultra-Funk,Los Amigos Invisibles,False,34,44,"['latin afrobeat', 'latin alternative', 'latin funk', 'latin rock', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']"
Living Again,John Wesley Ryles,False,0,1,[]
La Alegria del Batallon Cancion y Guajiras,Simeon José Serrano,False,0,1,[]
Kalanta,Despina Vandi,False,32,28,"['greek pop', 'laiko']"
Nehi Mamma Blues,Frank Stokes,False,0,0,"['country blues', 'memphis blues', 'traditional blues']"
Presenting The Eight Wonder Of The World,Max Steiner,False,0,0,['classic soundtrack']
"Smile from ""Modern Times"" (1936)",Charlie Chaplin,True,6,36,['classic soundtrack']
Fell In Love Today,Lee Michaels,False,0,5,['hammond organ']
Voices Inside My Head,The Police,False,41,69,"['album rock', 'classic rock', 'permanent wave', 'rock']"
Hidden Sun,Room 5,False,11,53,"['disco house', 'vocal house']"
You Turn Me,Vickie Winans,False,2,32,['gospel']
Sacred,Moonspell,False,10,15,"['gothic black metal', 'gothic metal', 'melodic death metal', 'metal', 'portuguese black metal', 'portuguese metal', 'portuguese rock', 'power metal']"
Rain Love,Al Denson,False,2,14,['deep christian rock']
Nomades monades,Frederic Galliano,False,1,6,[]
Mosquito Coil,Zeromancer,False,6,21,['industrial metal']
The Last Stand,Statues,False,1,4,[]
Hold on Tight - Nalin & Kane Remix,Lambda,False,34,31,['bubble trance']
I Never Know,Singing Melody,False,0,32,"['deep ragga', 'lovers rock', 'old school dancehall', 'roots reggae']"
How Long Will It Take,Warner Mack,False,2,27,"['classic country pop', 'traditional country']"
Something About Mary,Wyclef Jean,False,25,52,['rap kreyol']
Aunque Tu Mami No Quiera,Grupo Sierra Maestra,False,0,13,"['musica tradicional cubana', 'son cubano']"
The Process Revealed,Roj,False,0,14,"['british experimental', 'hauntology', 'uk experimental electronic']"
Night Is the Notion,Dax Riggs,False,26,38,['swamp rock']
Police Opression,The Bruisers,False,3,11,"['american oi', 'boston punk', 'oi']"
God Lead Us Along - Homecoming Hymns Version,Bill & Gloria Gaither,False,1,12,['southern gospel']
Sympathy,Sylver,False,25,35,"['belgian dance', 'eurodance']"
Persuasion,Santana,False,37,63,"['blues rock', 'classic rock', 'mexican classic rock']"
1987,2 minutos,False,14,35,"['argentine punk', 'argentine rock', 'latin alternative', 'ska argentino']"
Mona Lisa,Moon Mullican,False,0,1,"['country boogie', 'western swing']"
Nervous Breakdown,Nerf Herder,False,8,28,"['power-pop punk', 'socal pop punk']"
"In Our Hands, Once Again",Dead Hearts,False,0,1,['melodic hardcore']
Sin Poderte Hablar,Huey Dunbar,False,24,47,"['modern salsa', 'salsa']"
He Who Breeds Pestilence,Behemoth,False,17,42,"['black metal', 'death metal', 'groove metal', 'metal', 'pagan black metal', 'polish black metal', 'polish death metal', 'polish metal']"
Nom Nom Nom,Hot Chip,False,47,45,"['alternative dance', 'dance rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']"
I Will Shelter You,Bob Carlisle,False,5,42,[]
Generation Aliens,Lizzy Borden,False,5,16,"['glam metal', 'speed metal', 'us power metal']"
He Will Break Your Heart,Delbert McClinton,False,2,25,"['classic texas country', 'country rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock', 'southern rock']"
School,Nirvana,False,58,76,"['grunge', 'permanent wave', 'rock']"
Realizer,The Crystal Method,False,37,47,"['big beat', 'breakbeat', 'electronica']"
The Urge to Merge,Kate Clinton,False,0,0,['comedienne']
Milk Cow Blues,Cliff Bruner's Texas Wanderers,False,0,8,[]
"Part 1 (19 Flowerpots, 2 Hammered, Dulcimers, Bavarian Zither, Shakuhachi)",Stephan Micus,False,3,8,['arab folk']
Devon,Gabriel Yared,False,1,10,['french soundtrack']
White Feather,Wolfmother,False,9,28,"['alternative rock', 'australian psych', 'garage rock', 'modern blues rock', 'modern rock', 'rock']"
Gumby Killed The Dinosaur - House Mix,Pumpkin Buzzard,False,0,0,[]
This Kind Of Love - Full Band,Sister Hazel,False,5,4,"['neo mellow', 'pop rock', 'post-grunge']"
Dreamer - Jamie J Sanchez Club Mix,Janice Robinson,False,0,0,['deep vocal house']
零時十一分,Edmond Leung,False,1,19,"['cantopop', 'classic cantopop']"
Puedes ser feliz,Sol,False,0,0,[]
Big Time Charlie,Cockney Rejects,False,1,11,"['oi', 'punk']"
Night Life,Charlie McCoy,False,1,15,['harmonica blues']
How I Miss You Tonight,Adolph Hofner,False,0,13,['western swing']
My Lady,Lee Michaels,False,2,9,['hammond organ']
Somebody Sing,Wayne Watson,False,0,2,"['classic praise', 'deep christian rock']"
One Day At A Time,Cumberland Quartet,False,0,2,['southern gospel']
C.U.L.A.T.E.R. - Deckard 88 Remix,Turner Burton,False,0,3,[]
Apples in the Trees - Live,Mirah,False,0,4,['olympia wa indie']
Coming Undone,Tantric,False,33,32,"['alternative metal', 'nu metal', 'post-grunge']"
Like a Deck of Cards,Bedwetters,False,3,10,['estonian pop']
Here We Are,The Refreshments,False,10,16,['dansband']
The Carpal Tunnel Of Love,Fall Out Boy,False,50,77,"['emo', 'modern rock', 'pop', 'rock']"
Just Keep It Up,Dee Clark,False,17,14,"['chicago soul', 'doo-wop', 'rhythm and blues']"
I Wanna Hear It From You - Digital Re-Recording,Eddy Raven,False,6,34,['classic country pop']
Party for Pink,蜜雪薇琪,False,0,20,"['mandopop', 'taiwan idol pop', 'taiwan pop']"
Only You - Chimi-Changa Club Mix,Sulk,False,0,3,[]
Smoke - (Wil Mancia Remix) [Mixed],Trafik,False,1,15,[]
Heather,Floor,False,0,9,"['drone metal', 'miami metal', 'post-doom metal', 'post-metal', 'sludge metal']"
Slaughter The Gods,The Accursed,False,0,0,[]
Silent Night,Sergio Franchi,False,23,30,['italian tenor']
Lady Marmalade,Mongo Santamaria,False,12,21,"['afro-cuban percussion', 'boogaloo', 'cuban rumba', 'jazz cubano', 'latin jazz', 'musica tradicional cubana']"
Oblivious Darkness,Astarte,False,2,8,"['greek metal', 'melodic black metal', 'slayer', 'symphonic black metal']"
Tomorrow Never Knows,Dwight Twilley,False,0,1,"['power pop', 'underground power pop']"
Come Along,Johnny Osbourne,False,3,39,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Ostravaczech,Kryštof,False,5,27,"['czech pop', 'czech pop rock', 'czech rock']"
So Fresh,Tum Tum,False,0,3,"['dfw rap', 'dirty south rap', 'houston rap']"
Banho De Amor,Moraes Moreira,False,0,0,"['bossa nova', 'mpb', 'samba', 'velha guarda']"
Angel Of Light - Never Say Die Album Version,Petra,False,15,33,"['christian alternative rock', 'christian metal', 'christian music', 'jesus movement', 'rock cristiano']"
Regresa a Mí (Unbreak My Heart),Yuridia,False,36,50,"['latin arena pop', 'latin pop', 'mexican pop']"
Party in the Sky,Inspiral Carpets,False,8,41,"['britpop', 'madchester']"
Dream Lover,Plasmatics,False,6,23,['hardcore punk']
Storm In My Heart,Dolores Keane,False,17,34,"['celtic', 'irish folk']"
"Enough Rope: No. 1. Social Note, ""Lady, lady should you meet""",John Musto,False,0,3,[]
Kettle Black,Bleed The Sky,False,5,23,"['groove metal', 'melodic metalcore']"
"California, Gracefully",Every Time I Die,False,9,23,"['buffalo ny metal', 'chaotic hardcore', 'melodic metalcore', 'post-hardcore', 'screamo']"
One I Love,Coldplay,False,33,42,"['permanent wave', 'pop']"
Narcotic,Methods of Mayhem,False,16,41,"['rap metal', 'rap rock']"
Might As Well Laugh,Aftermath,False,0,0,[]
Still I Will (Be Merry),Lisa Lynne,False,4,16,"['celtic harp', 'healing', 'new age']"
"Short Fanfare for the Air Force, ""Short Air Fanfare""",Albert Ketèlbey,False,0,5,['post-romantic era']
Isolate,ZO2,False,2,4,[]
Sag Ihnen Bescheid,Headliners,False,6,30,[]
Bad Dreams,Lyrics Born,True,34,32,['turntablism']
This Is How A Heart Breaks,Joe McBride,False,0,22,['smooth jazz']
Praying for Time - Remastered,George Michael,False,54,65,"['new wave pop', 'soft rock']"
Crash and Burn - Home Demo,Funeral For A Friend,False,8,37,"['post-hardcore', 'screamo', 'uk post-hardcore']"
Bare As You Dare,Lady Saw,False,1,27,"['dancehall', 'dancehall queen', 'reggae fusion']"
Ilta Oulunjoella,Tulipunaruusut,False,12,24,"['classic finnish pop', 'classic iskelma', 'humppa']"
It Only Takes Two to Tango,The Stranglers,False,18,65,"['glam rock', 'new romantic', 'new wave', 'new wave pop', 'protopunk', 'pub rock', 'zolo']"
Monkey & Turtle,David Hudson,False,0,2,['didgeridoo']
Night Time,Hot Club of Detroit,False,0,11,['gypsy jazz']
Love Is Taking Hold,Al Denson,False,0,8,['deep christian rock']
We Are Not Impartial,The Chap,False,0,6,"['british experimental', 'experimental pop']"
"""Little"" Louie Bonus",The Bucketheads,False,4,54,"['classic house', 'disco house', 'vocal house']"
Paralyzed,The Cardigans,False,32,68,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']"
Weekend,The Dictators,False,9,26,"['early us punk', 'glam punk', 'protopunk', ""punk 'n' roll""]"
Make Me Bad,Korn,False,62,72,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Revelations: Visions In A Dream,Tom Cochrane,False,0,2,"['canadian singer-songwriter', 'classic canadian rock', 'mellow gold']"
Choro II - Instrumental,Charlie Byrd,False,10,17,"['bossa nova', 'jazz guitar']"
Maldita Miseria (Vendiste Los Güeyes),Mercedes Castro,False,32,50,['ranchera']
An Mouvman,Kassav',False,22,49,"['musique guadeloupe', 'zouk']"
Money In Da Bank,Tum Tum,False,0,11,"['dfw rap', 'dirty south rap', 'houston rap']"
Beaux parleurs,Clarisse Lavanant,False,1,7,['breton folk']
Seven Days Of Heaven,The Knack,False,0,11,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new wave', 'new wave pop', 'power pop', 'soft rock']"
Pour Jane - Live acoustique,Cali,False,1,12,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Wrapped Around Your Finger - Remastered 2003,The Police,False,59,84,"['album rock', 'classic rock', 'permanent wave', 'rock']"
"Raining on the Cold, Cold Ground",Lonnie Johnson,False,0,16,"['acoustic blues', 'blues', 'country blues', 'jazz blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'traditional blues']"
Nice Ride - Live on WFNX,Orbit,False,0,0,[]
Degrees of Freedom,Rhian Sheehan,False,2,14,"['compositional ambient', 'nz electronic', 'oceania soundtrack']"
"The Way We Were (From ""The Way We Were"") [Arr. E. Knight for Orchestra] - Instrumental",Marvin Hamlisch,False,8,19,"['broadway', 'classic soundtrack']"
"Gwendolina (From ""Il y a des anges"")",Line Renaud,False,0,0,"['vintage chanson', 'ye ye']"
New Pony,Bob Dylan,False,29,47,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']"
El Manisero,Orlando Pops Orchestra,False,0,0,['pops orchestra']
Pray On,Babbie Mason,False,34,30,['classic praise']
"Um, Um, Um, Um, Um, Um (Curious Mind) (Rerecorded)",Major Lance,False,3,2,"['chicago soul', 'northern soul']"
De Onda,Bersuit Vergarabat,False,31,62,"['argentine rock', 'latin alternative', 'latin rock', 'ska argentino']"
My Mind Got Bad,Yank Rachell,False,0,0,"['country blues', 'jug band']"
FEZ / Being Born,U2,False,25,51,"['irish rock', 'permanent wave', 'rock']"
Olhos Ciganos,Luiz Bonfá,False,2,14,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao']"
Writing Paper Blues,Blind Willie McTell,False,6,29,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'piedmont blues', 'traditional blues']"
So Small,Hushabye Baby,False,5,15,['lullaby']
Over The Edge,Akon,False,38,78,['dance pop']
Raining On Our Love,Shania Twain,False,26,67,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']"
All For Nothing,Since The Flood,False,1,11,['beatdown']
My Melody Of Love,Ray Conniff,False,11,20,['easy listening']
Les Grande Bois,Jo-El Sonnier,False,1,14,"['cajun', 'swamp pop', 'zydeco']"
Prison Bound Blues,David Evans,False,0,0,[]
Joking,Speaker,False,0,5,['svensk indie']
Water Blazz - Chill House Mix,Angel,False,0,2,[]
Safe Passage,Michael Gettel,False,6,27,"['new age', 'new age piano']"
What Child Is This?,Gold City,False,11,21,['southern gospel']
Lagian Ne Maujan,Faiz Ali Faiz,False,0,0,"['qawwali', 'sufi']"
Fantasie - Extended Version,Paso Doble,False,1,44,['neue deutsche welle']
Wake the Sleeper - Live,Uriah Heep,False,1,4,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']"
Salzanitos,Juan Carlos Baglietto,False,8,30,"['argentine rock', 'folklore argentino', 'rock nacional']"
Get Money,Mykill Miers,False,0,0,[]
Start The Fire,Margaret Becker,False,1,13,['deep christian rock']
Warum rappst du?,Kool Savas,False,0,6,"['german hip hop', 'turkish hip hop']"
One Eyed Jack,Joe McBride,False,5,19,['smooth jazz']
Te estoy saboreando,Abracadabra,False,3,9,['musica costarricense']
EU A4,Stress Assassin,False,1,12,[]
Olha Pro Céu / São João Na Roça / Fogueira de São João - QUINTETO VIOLADO,QUINTETO VIOLADO,False,0,0,[]
Seed,Paloalto,False,2,24,['grunge pop']
Ask Fi War,Bounty Killer,False,8,28,"['dancehall', 'jamaican hip hop', 'reggae fusion']"
Desde mi cielo,Mägo de Oz,False,53,62,"['celtic metal', 'latin rock', 'medieval rock', 'rock en espanol', 'spanish folk metal', 'spanish metal']"
You Said You Loved Me,The Orchids,False,6,49,"['c86', 'tape club', 'twee pop']"
Gone,Sugarbomb,False,1,23,[]
Into My Eyes,Cherrelle,False,0,24,"['contemporary r&b', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
Intermezzo,Johannes Brahms,False,0,4,"['classical', 'german romanticism', 'late romantic era']"
Violence in Fluid Triceratops,Arsonists Get All The Girls,False,21,26,"['deathcore', 'melodic metalcore', 'nintendocore', 'trancecore']"
El Capitan - 1998 Digital Remaster,John Philip Sousa,False,0,11,"['american romanticism', 'concert band']"
Chorando Baixinho,Yamandu Costa,False,3,20,"['bossa nova', 'choro', 'choro contemporaneo', 'violao', 'violao classico']"
How Can You Resist It,Teena Marie,False,5,23,"['contemporary r&b', 'funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
He Will Break Your Heart,Jerry Butler,False,30,28,"['chicago soul', 'classic soul', 'motown', 'philly soul', 'soul']"
Die For You,ChopLife SoundSystem,False,15,39,[]
Up North Trip,Mobb Deep,False,45,73,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
Rhumboso,Nestor Torres,False,0,3,"['jazz flute', 'jazz puertorriqueno']"
Canto Triste,Edu Lobo,False,15,35,"['bossa nova', 'mpb', 'samba', 'velha guarda']"
Eso No Tiene Remedio,Orquesta Aragón,False,1,28,"['bolero cubano', 'cha-cha-cha', 'charanga', 'danzon', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'son cubano clasico']"
One More Go Round,James Taylor,False,13,44,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Say Your Prayers,Gang Starr,False,18,44,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']"
I Dream Of Chi Chi,Brian Tyler,False,0,7,"['orchestral soundtrack', 'scorecore', 'soundtrack']"
Dum Dum (Marble Breaks And Iron Bends),The Dee Jays,False,9,10,['swedish rock-and-roll']
You Tell Me,Johnny Cash,False,22,56,"['arkansas country', 'outlaw country', 'rock']"
They Held Hands,Mark Mccarron,False,0,0,[]
Tiempos Dificiles,Juan Carlos Baglietto,False,15,20,"['argentine rock', 'folklore argentino', 'rock nacional']"
My Way,Little Milton,False,0,20,"['electric blues', 'memphis soul', 'soul blues', 'southern soul']"
Goodbye - Solo Version,Billy Bragg,False,0,0,"['anti-folk', 'folk punk', 'permanent wave', 'singer-songwriter', 'uk americana']"
Go Back,Crabby Appleton,False,24,22,[]
"Piano Concerto No. 1 In G Minor, Op. 25, MWV O7: 1. Molto allegro con fuoco",Felix Mendelssohn,False,11,18,"['classical', 'early romantic era', 'german romanticism']"
As the Hog Pisseth - Nic Sarno Gabber Mix,All Leather,False,0,1,"['sasscore', 'synth punk']"
Rock N Roll - Radio Edit,Remi Nicole,False,8,8,[]
Face to Face,Damita Jo,False,0,0,[]
Rompan Todo,2 minutos,False,20,43,"['argentine punk', 'argentine rock', 'latin alternative', 'ska argentino']"
Fin De Semana,Estrellas Cubanas,False,0,1,['son cubano clasico']
Chime (Edit) - Remastered,Orbital,False,46,42,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']"
